review_rank,source_index,date,model_partition,pca_reconstruction_error,anomaly_score_ratio,is_final_pca_anomaly,anomaly_score_margin,anomaly_score_excess_pct,anomaly_direction,anomaly_severity,track_id,artist,country,streams,position,severity_rank,is_high_priority_review,priority_score
246,1082261,2015-09-10,Training,0.43834516406059265,4.6056162988564795,True,0.3431689410284159,360.56162988564796,Negative,Very High,1mSzZKMIPZIkn3jFV7v62b,['Charly Black'],cr,39341,6,3,True,11.514040747141198
247,4810630,2021-07-22,Test,0.4381776447921275,4.603856203077006,True,0.34300142175995074,360.3856203077006,Negative,Very High,776AftMmFFAWUIEAb3lHhw,['Måneskin'],lt,63784,5,3,True,11.509640507692517
248,5074361,2015-09-10,Training,0.436481773853302,4.586037982466884,True,0.34130555082112524,358.60379824668837,Negative,Very High,7cgu4JBW3hq1GwTM1ilkKQ,['Tove Lo'],lv,2013,149,3,True,11.46509495616721
249,1096141,2015-07-02,Training,0.43513670563697815,4.571905584968098,True,0.3399604826048014,357.1905584968098,Positive,Very High,1mzGywacjpeik00PVLBPpF,"['John Legend', 'Jason Agel', 'Tiësto']",ch,2627,214,3,True,11.429763962420246
250,3156504,2019-06-06,Training,0.43493297696113586,4.569765043251357,True,0.3397567539289591,356.97650432513564,Negative,Very High,4pUCKHjJ4Ijewc37rRrvHn,['BLACKPINK'],id,849797,8,3,True,11.424412608128392
251,4198366,2022-08-18,Test,0.4333111072847083,4.552724341017572,True,0.3381348842525316,355.2724341017572,Positive,Very High,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",br,1030364,111,3,True,11.38181085254393
252,3725761,2015-03-22,Training,0.43268826603889465,4.54618025651862,True,0.3375120430067179,354.618025651862,Negative,Very High,5eWgDlp3k6Tb5RD8690s6I,['Maroon 5'],sv,13344,1,3,True,11.365450641296551
253,2590945,2019-06-27,Validation,0.4321560859680176,4.540588733195645,True,0.3369798629358408,354.0588733195645,Negative,Very High,3u1S1OmAUhx5DRlLrXqyp3,"['Jonas Blue', 'Jack & Jack']",hu,21131,74,3,True,11.351471832989112
254,924382,2017-05-04,Training,0.4319336712360382,4.538251860341338,True,0.33675744820386144,353.8251860341338,Negative,Very High,1WC5UN1U79gJlxGLYDGIO7,['Lorde'],nz,148803,24,3,True,11.345629650853347
255,158176,2016-01-14,Training,0.4315233826637268,4.533941029765799,True,0.33634715963155004,353.3941029765799,Positive,Very High,0ENSn4fwAbCGeFGVUbXEU3,['Adele'],ad,1085,3,3,True,11.334852574414498
256,3810776,2015-09-24,Training,0.4299459755420685,4.517367487851607,True,0.3347697525098917,351.7367487851607,Negative,Very High,5lkpeJwmQKgY3bX2zChjxX,['Adele'],hk,7603,153,3,True,11.293418719629019
257,4810196,2021-07-22,Test,0.429030774977319,4.507751634904384,True,0.33385455194514224,350.7751634904384,Negative,Very High,776AftMmFFAWUIEAb3lHhw,['Måneskin'],cy,13095,8,3,True,11.26937908726096
258,1378920,2021-11-04,Test,0.4288608774449908,4.505966551120688,True,0.33368465441281403,350.5966551120688,Negative,Very High,2AHnmlkyZbnxqSA66B7jK3,['ABBA'],se,233787,67,3,True,11.264916377801718
259,2450410,2016-06-02,Training,0.42810317873954773,4.498005542779488,True,0.33292695570737096,349.8005542779488,Negative,Very High,3hB5DgAiMAQ4DzYbsMq1IT,['Justin Bieber'],ca,306385,39,3,True,11.24501385694872
260,3205428,2019-07-18,Validation,0.42711418867111206,4.487614396367833,True,0.3319379656389353,348.76143963678334,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],ee,5563,118,3,True,11.219035990919583
261,4174102,2017-08-10,Training,0.424555242061615,4.460727989994763,True,0.3293790190294382,346.0727989994763,Negative,Very High,6HUnnBwYZqcED1eQztxMBN,['Martin Jensen'],ie,87807,44,3,True,11.151819974986907
262,4448720,2015-07-16,Training,0.42406341433525085,4.4555604417280295,True,0.3288871913030741,345.55604417280296,Negative,Very High,6eE5LWw0DpIbTOdKwDUoE8,"['Tiësto', 'KSHMR', 'VASSY']",my,1190,236,3,True,11.138901104320073
263,2490525,2015-10-01,Training,0.42322638630867004,4.44676593402522,True,0.3280501632764933,344.676593402522,Negative,Very High,3keUgTGEoZJt0QkzTB6kHg,"['Nicki Minaj', 'Drake', 'Lil Wayne']",us,708007,145,3,True,11.11691483506305
264,19071,2019-08-08,Validation,0.42065945267677307,4.419795609398773,True,0.3254832296445963,341.9795609398773,Negative,Very High,01dqWNKgM2ujxu7HacaQwI,['Nekfeu'],fr,308315,132,3,True,11.049489023496932
265,5230696,2017-10-19,Training,0.4202929437160492,4.415944763577753,True,0.32511672068387243,341.59447635777525,Negative,Very High,7nZmah2llfvLDiUjm0kiyz,"['Justin Bieber', 'BloodPop®']",dk,352524,14,3,True,11.039861908944381
266,4431855,2015-09-17,Training,0.42000311613082886,4.412899595614717,True,0.3248268930986521,341.2899595614717,Negative,Very High,6cJLfIqwh0tCKRjYM3WpZ5,['Prince Royce'],ec,5493,198,3,True,11.032248989036793
267,814848,2020-02-13,Validation,0.41875338554382324,4.399768893983669,True,0.3235771625116465,339.9768893983669,Negative,Very High,1Hy1CBFRXYvFL7eJT5MLlG,['Andmesh'],id,709655,41,3,True,10.999422234959173
268,3992599,2020-10-15,Validation,0.41831445693969727,4.395157147581655,True,0.3231382339075205,339.5157147581655,Negative,Very High,62aP9fBQKYKxi7PDXwcUAS,"['Surf Mesa', 'Emilee']",ee,5482,111,3,True,10.987892868954138
269,162228,2017-02-23,Training,0.41615450382232666,4.372462896343713,True,0.3209782807901499,337.24628963437124,Negative,Very High,0EPxmvsG1BY5td4aTOkWBF,['MC G15'],br,1531326,6,3,True,10.931157240859282
270,1691805,2015-09-17,Training,0.4159090220928192,4.369883662563607,True,0.32073279906064245,336.98836625636073,Negative,Very High,2bJvI42r8EF3wxjOuDav4r,"['Pitbull', 'Ne-Yo']",uy,4066,96,3,True,10.924709156409019
271,3205493,2019-07-18,Validation,0.41557252407073975,4.366348136448375,True,0.320396301038563,336.6348136448375,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],gr,18277,93,3,True,10.915870341120936
272,4885584,2019-08-08,Validation,0.4143669009208679,4.353680863977767,True,0.31919067788869115,335.3680863977767,Negative,Very High,7C7GtWZmyicqjBDbAWPsCp,"['Nekfeu', 'Damso']",fr,1183509,7,3,True,10.884202159944419
273,1153883,2015-08-13,Training,0.41244685649871826,4.333507291619254,True,0.3172706334665415,333.3507291619254,Negative,Very High,1s2Ym0NmxhEwXNQrVYwBbf,"['Marama', 'Fer Vazquez']",uy,7664,35,3,True,10.833768229048136
274,4431854,2015-09-10,Training,0.41242268681526184,4.333253344964445,True,0.3172464637830851,333.32533449644444,Negative,Very High,6cJLfIqwh0tCKRjYM3WpZ5,['Prince Royce'],ec,5610,192,3,True,10.833133362411111
275,4356874,2014-12-28,Training,0.4123157262802124,4.332129529250374,True,0.31713950324803564,333.2129529250374,Negative,Very High,6WNqOfvfqmbyCk23ejRBwO,"['Sam Smith', 'A$AP Rocky']",sg,40231,12,3,True,10.830323823125935
276,628770,2020-03-12,Validation,0.4121975600719452,4.3308879774793265,True,0.3170213370397684,333.08879774793263,Negative,Very High,0xsAtU9TemtJgyVnlDNWo3,"['Secreto ""El Famoso Biberon""', 'Black Jonas Point', 'Liro Shaq']",do,21919,82,3,True,10.827219943698317
277,5059808,2014-07-20,Training,0.41123855113983154,4.320811837645647,True,0.3160623281076548,332.0811837645647,Positive,Very High,7b71WsDLb8gG0cSyDTFAEW,['Calvin Harris'],cy,1388,2,3,True,10.802029594114117
278,1560298,2015-09-10,Training,0.4096406400203705,4.304022863797411,True,0.3144644169881937,330.4022863797411,Positive,Very High,2QBlGKAp4PquIGtA6iNAuJ,['Farruko'],ar,38405,168,3,True,10.760057159493527
279,145300,2018-03-08,Training,0.4050256907939911,4.255534395991548,True,0.3098494677618143,325.5534395991548,Negative,Very High,0D8wUCg5XGHfWQIEzMmJAl,['Piruka'],pt,53546,53,3,True,10.638835989978869
280,1321395,2020-03-19,Validation,0.403367280960083,4.2381097726867605,True,0.30819105792790624,323.810977268676,Negative,Very High,25sgk305KZfyuqVBQIahim,['Ava Max'],sg,64345,113,3,True,10.595274431716902
281,1164987,2022-10-06,Test,0.402759151158329,4.231720258768474,True,0.3075829281261523,323.17202587684744,Negative,Very High,1sbNEFiURUYfy024cJX8JG,['Feid'],ve,68673,17,3,True,10.579300646921187
282,5117708,2015-09-10,Training,0.4018584191799164,4.222256424738119,True,0.3066821961477396,322.2256424738119,Negative,Very High,7fEGUogfVroN6IQL6Q7atH,['Zion & Lennox'],do,4920,76,3,True,10.555641061845298
283,1672827,2020-04-09,Validation,0.40185490250587463,4.222219475656408,True,0.30667867947369787,322.22194756564085,Positive,Very High,2ZwcnFDvQueNemTt89qCom,['Diodato'],it,838614,20,3,True,10.555548689141022
284,5119581,2019-06-13,Training,0.4010182321071625,4.213428725487332,True,0.3058420090749857,321.34287254873317,Positive,Very High,7fODjB7BrQTGqh0hogW6XD,"['Sech', 'Justin Quiles', 'Maluma', 'Nicky Jam', 'Farruko', 'Dalex', 'Lenny Tavárez']",py,202606,6,3,True,10.53357181371833
285,795308,2016-07-14,Training,0.4007164537906647,4.210257993272041,True,0.3055402307584879,321.0257993272041,Positive,Very High,1G5qDCiqei7ozj5ku43TuR,['Poli Genova'],bg,2790,66,3,True,10.525644983180102
286,2754104,2015-09-17,Training,0.4006716012954712,4.209786735916322,True,0.3054953782632944,320.9786735916322,Positive,Very High,49zD0wr2S3d0lZPib0K4e1,['Future'],ca,45548,123,3,True,10.524466839790804
287,5029212,2022-12-01,Test,0.4004648431513286,4.207614364103746,True,0.3052886201191518,320.7614364103746,Positive,Very High,7MXVkk9YMctZqd1Srtv4MB,"['The Weeknd', 'Daft Punk']",ae,32825,20,3,True,10.519035910259365
288,4497021,2015-01-18,Training,0.40025222301483154,4.205380401358395,True,0.3050759999826548,320.53804013583954,Positive,Very High,6gj08XDlv9Duc2fPOxUmVD,['Meghan Trainor'],au,167656,9,3,True,10.51345100339599
289,654929,2018-12-13,Training,0.39951902627944946,4.197676830949489,True,0.3043428032472727,319.7676830949489,Negative,Very High,116H0KvKr2Zl4RPuVBruDO,"['Bad Bunny', 'Drake']",hn,56983,1,3,True,10.494192077373723
290,654204,2018-12-13,Training,0.3994063138961792,4.196492581567875,True,0.30423009086400243,319.6492581567875,Negative,Very High,116H0KvKr2Zl4RPuVBruDO,"['Bad Bunny', 'Drake']",co,417831,4,3,True,10.491231453919687
291,1385996,2019-07-25,Validation,0.39913827180862427,4.19367631003476,True,0.3039620487764475,319.36763100347594,Negative,Very High,2AiZm17zqkV7llT3SHz4Nu,"['Đen', 'MIN']",vn,98640,5,3,True,10.4841907750869
292,1187585,2022-08-18,Test,0.39910405723063036,4.193316823422412,True,0.3039278341984536,319.3316823422412,Positive,Very High,1v7L65Lzy0j0vdpRjJewt1,['Eminem'],be,58495,169,3,True,10.483292058556032
293,4293151,2017-04-27,Training,0.3986425995826721,4.188468368280394,True,0.30346637655049535,318.8468368280394,Positive,Very High,6RUKPb4LETWmmr3iAEQktW,"['The Chainsmokers', 'Coldplay']",no,606694,11,3,True,10.471170920700985
294,2471287,2015-09-17,Training,0.3973025977611542,4.174389202509496,True,0.3021263747289774,317.4389202509496,Positive,Very High,3ip2477VESffCtFkPFT0ov,"['Gente De Zona', 'Marc Anthony']",do,9693,40,3,True,10.43597300627374
295,613778,2019-08-08,Validation,0.3957386016845703,4.157956568110302,True,0.30056237865239355,315.79565681103026,Negative,Very High,0vrmHPfoBadXVr2n0m1aqZ,['Avicii'],se,286070,53,3,True,10.394891420275755
296,3527860,2015-09-24,Training,0.3956133723258972,4.156640805048022,True,0.30043714929372045,315.66408050480226,Negative,Very High,5Nbe9vDQ1YJdreVIlhZEpP,"['Sam Smith', 'John Legend']",pt,10483,104,3,True,10.391602012620055
297,2706679,2022-03-24,Test,0.39542134652236915,4.154623223372575,True,0.3002451234901924,315.46232233725743,Negative,Very High,45bE4HXI0AwGZXfZtMp8JR,['Tate McRae'],sg,56265,91,3,True,10.386558058431437
298,700528,2022-07-07,Test,0.39271090110483314,4.1261450454076884,True,0.29753467807265643,312.61450454076885,Negative,Very High,15HNdxGKNCIO9pgaY4n7FU,['Official HIGE DANdism'],jp,676640,49,3,True,10.315362613519222
299,5239862,2015-07-09,Training,0.3926331102848053,4.1253277108093025,True,0.29745688725262853,312.5327710809303,Negative,Very High,7oDjaRDdf9zNQ8N3yRjQwF,['Avicii'],se,12605,229,3,True,10.313319277023256
300,1360715,2015-10-22,Training,0.3925631046295166,4.124592173581007,True,0.29738688159733984,312.4592173581007,Negative,Very High,285HeuLxsngjFn4GGegGNm,"['David Guetta', 'Afrojack', 'Bebe Rexha', 'Nicki Minaj']",no,67052,114,3,True,10.311480433952518
301,3262056,2015-09-24,Training,0.39249104261398315,4.123835030533746,True,0.2973148195818064,312.38350305337457,Positive,Very High,4xkOaSrkexMciUUogZKVTS,"['Eminem', 'Nate Dogg']",ca,39129,168,3,True,10.309587576334366
302,4713664,2015-09-24,Training,0.39249104261398315,4.123835030533746,True,0.2973148195818064,312.38350305337457,Positive,Very High,6yr8GiTHWvFfi4o6Q5ebdT,"['Eminem', 'Nate Dogg']",ca,39129,168,3,True,10.309587576334366
303,1819050,2020-01-23,Validation,0.3919995427131653,4.118670926672935,True,0.2968233196809885,311.8670926672935,Positive,Very High,2n7ohqg1s68ToAHh4u9mcW,['Bad Bunny'],gt,227000,4,3,True,10.296677316682336
304,1219282,2016-07-14,Training,0.3910795748233795,4.109004984271809,True,0.29590335179120275,310.9004984271809,Negative,Very High,1xznGGDReH1oQq0xzbwXa3,"['Drake', 'Wizkid', 'Kyla']",ad,1338,1,3,True,10.272512460679522
305,5332788,2018-08-09,Training,0.39085888862609863,4.1066862728305455,True,0.29568266559392187,310.66862728305455,Negative,Very High,7uzmGiiJyRfuViKKK3lVmR,['Bazzi'],sv,8323,110,3,True,10.266715682076363
306,3157381,2019-06-06,Training,0.38764631748199463,4.072932347304231,True,0.29247009444981786,307.29323473042314,Negative,Very High,4pUCKHjJ4Ijewc37rRrvHn,['BLACKPINK'],vn,54920,7,3,True,10.182330868260578
307,2958521,2015-09-17,Training,0.3873400092124939,4.069714019661652,True,0.29216378618031713,306.9714019661652,Negative,Very High,4WGyY671Z37inSpCTBJoIm,['The Weeknd'],gt,5931,56,3,True,10.17428504915413
308,3527516,2015-07-23,Training,0.3872270882129669,4.06852757838536,True,0.29205086518079015,306.852757838536,Negative,Very High,5Nbe9vDQ1YJdreVIlhZEpP,"['Sam Smith', 'John Legend']",ch,2270,220,3,True,10.1713189459634
309,4323204,2019-10-31,Validation,0.3871797025203705,4.068029705165697,True,0.2920034794881937,306.80297051656964,Negative,Very High,6TqXcAFInzjp0bODyvrWEq,"['Khalid', 'Disclosure']",nz,88618,58,3,True,10.170074262914241
310,4403389,2015-07-16,Training,0.38588109612464905,4.054385473924429,True,0.2907048730924723,305.43854739244296,Negative,Very High,6ZixfeFT8V0Nle1rMZAekY,['Otto Knows'],ch,4944,125,3,True,10.135963684811074
311,4497020,2015-01-11,Training,0.3857465386390686,4.052971701857271,True,0.29057031560689184,305.2971701857271,Positive,Very High,6gj08XDlv9Duc2fPOxUmVD,['Meghan Trainor'],au,163163,9,3,True,10.132429254643178
312,674236,2015-09-10,Training,0.3852709233760834,4.047974495119782,True,0.2900947003439066,304.79744951197813,Negative,Very High,13HVjjWUZFaWilh2QUJKsP,['James Bay'],ch,9332,171,3,True,10.119936237799454
313,3205771,2019-07-11,Validation,0.38502246141433716,4.045363948558565,True,0.2898462383821604,304.5363948558565,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],mt,6031,38,3,True,10.113409871396414
314,3205681,2019-07-18,Validation,0.38477495312690735,4.0427634220873045,True,0.2895987300947306,304.27634220873045,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],lt,16827,17,3,True,10.106908555218261
315,1691806,2015-09-24,Training,0.3845895230770111,4.0408151408465836,True,0.28941330004483434,304.08151408465835,Negative,Very High,2bJvI42r8EF3wxjOuDav4r,"['Pitbull', 'Ne-Yo']",uy,3399,124,3,True,10.102037852116458
316,5375118,2019-06-06,Training,0.3840952217578888,4.035621602971529,True,0.28891899872571203,303.56216029715284,Positive,Very High,7woh2lJvyILYxSQ1kXTI3d,['Palmy'],th,112289,15,3,True,10.089054007428821
317,4373784,2015-09-10,Training,0.383681058883667,4.031270065780546,True,0.2885048358514902,303.12700657805453,Negative,Very High,6XpfrI2hjCWLyOFAuLJ83z,['Imagine Dragons'],be,8399,198,3,True,10.078175164451364
318,78453,2015-09-17,Training,0.38348889350891113,4.029251017654514,True,0.28831267047673437,302.92510176545136,Positive,Very High,06Y4G78xvsbwnwAbsLC01K,['Mike Bahía'],ec,7199,141,3,True,10.073127544136284
319,3156932,2019-06-06,Training,0.38168156147003174,4.010261694677615,True,0.286505338437855,301.02616946776146,Negative,Very High,4pUCKHjJ4Ijewc37rRrvHn,['BLACKPINK'],ph,1210017,3,3,True,10.025654236694038
320,5242255,2015-07-16,Training,0.38034307956695557,3.996198498425084,True,0.2851668565347788,299.6198498425084,Negative,Very High,7oGZAicScQt96OAW4AruYy,['Jason Derulo'],mt,3562,3,3,True,9.99049624606271
321,179380,2021-09-09,Test,0.37991654877846914,3.991717013712855,True,0.2847403257462924,299.1717013712855,Negative,Very High,0G2zPzWqVjR68iNPmx2TBe,"['Mora', 'Bad Bunny', 'Sech']",do,134778,4,3,True,9.979292534282138
322,1819205,2020-01-23,Validation,0.3798906207084656,3.9914445919968258,True,0.2847143976762888,299.14445919968256,Positive,Very High,2n7ohqg1s68ToAHh4u9mcW,['Bad Bunny'],hn,97506,3,3,True,9.978611479992065
323,4764706,2015-07-02,Training,0.37982097268104553,3.990712812302264,True,0.28464474964886877,299.0712812302264,Negative,Very High,73DhXPWV5NsxRSe0qy26TR,['Gülşen'],tr,62270,6,3,True,9.97678203075566
324,3205770,2019-07-04,Validation,0.3796674311161041,3.98909957781943,True,0.28449120808392736,298.909957781943,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],mt,6843,33,3,True,9.972748944548576
325,52124,2020-04-09,Validation,0.3791707158088684,3.9838806765916748,True,0.28399449277669164,298.38806765916746,Positive,Very High,04ldF8QeASSyJLMtZJJfqA,['Francesco Gabbani'],it,780656,23,3,True,9.959701691479188
326,1820151,2020-01-23,Validation,0.37872758507728577,3.9792247791682938,True,0.283551362045109,297.9224779168294,Positive,Very High,2n7ohqg1s68ToAHh4u9mcW,['Bad Bunny'],sv,102947,3,3,True,9.948061947920735
327,3205769,2019-06-27,Validation,0.3783324658870697,3.97507333064861,True,0.28315624285489294,297.507333064861,Negative,Very High,4szQkW1CDHqbRZGltXJdd3,['Mahmood'],mt,7883,22,3,True,9.937683326621524
328,1164980,2022-08-18,Test,0.37811639272278086,3.9728030875416125,True,0.2829401696906041,297.28030875416124,Negative,Very High,1sbNEFiURUYfy024cJX8JG,['Feid'],ve,62394,25,3,True,9.932007718854031
329,3527769,2015-09-24,Training,0.3778097331523895,3.9695810688417565,True,0.28263351012021276,296.95810688417566,Negative,Very High,5Nbe9vDQ1YJdreVIlhZEpP,"['Sam Smith', 'John Legend']",nz,12542,199,3,True,9.923952672104392
330,4522912,2021-11-18,Test,0.37743252634726654,3.9656178226327166,True,0.2822563033150898,296.56178226327165,Negative,Very High,6jMCb4UpIBjmiKf6EwVK8u,['Omer Adam'],il,135988,7,3,True,9.914044556581791
331,2403847,2015-09-17,Training,0.37733277678489685,3.9645697713527666,True,0.2821565537527201,296.45697713527665,Negative,Very High,3dYD57lRAUcMHufyqn9GcI,['Hozier'],gt,3790,123,3,True,9.911424428381917
332,5087312,2015-09-17,Training,0.37733277678489685,3.9645697713527666,True,0.2821565537527201,296.45697713527665,Negative,Very High,7dS5EaCoMnN7DzlpT6aRn2,['Hozier'],gt,3790,123,3,True,9.911424428381917
333,1978750,2021-04-29,Validation,0.377261757850647,3.9638235877788937,True,0.2820855348184702,296.38235877788935,Negative,Very High,31rRD6pW8qFwnlqy1dxIVz,['ElGrandeToto'],ma,21906,63,3,True,9.909558969447234
334,347609,2021-03-25,Validation,0.3760881721973419,3.951492927705229,True,0.28091194916516515,295.1492927705229,Negative,Very High,0XoWm70Lf67NbGfGDeyisN,['Inkonnu'],ma,24735,97,3,True,9.878732319263072
335,4858488,2015-07-23,Training,0.3755604922771454,3.945948686681732,True,0.2803842692449686,294.5948686681732,Positive,Very High,7ArzaDlzVKmTrPhRyY1Tq6,['Juju'],fi,66680,63,3,True,9.86487171670433
336,4592545,2021-04-29,Validation,0.3750115633010864,3.9401811855289135,True,0.27983534026890966,294.01811855289134,Negative,Very High,6oJ47Df5ScLAlZdgWHUAqX,['ElGrandeToto'],ma,24370,52,3,True,9.850452963822283
337,4201237,2022-12-01,Test,0.37491949276693215,3.939213816461083,True,0.2797432697347554,293.9213816461083,Positive,Very High,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",nz,127459,17,3,True,9.848034541152707
338,2837969,2015-07-09,Training,0.3747694492340088,3.9376373351914635,True,0.279593226201832,293.76373351914634,Negative,Very High,4Ld3RS6KBXGsvtfmnjxlVl,"['Nicky Jam', 'Enrique Iglesias']",bo,4534,2,3,True,9.84409333797866
339,4293769,2017-04-27,Training,0.3747222125530243,3.9371410276108554,True,0.2795459895208475,293.71410276108554,Positive,Very High,6RUKPb4LETWmmr3iAEQktW,"['The Chainsmokers', 'Coldplay']",se,1218359,4,3,True,9.842852569027139
340,1082054,2015-09-10,Training,0.37444692850112915,3.934248666019641,True,0.2792707054689524,293.4248666019641,Negative,Very High,1mSzZKMIPZIkn3jFV7v62b,['Charly Black'],cl,232638,4,3,True,9.835621665049102
341,5074363,2015-09-24,Training,0.3734094202518463,3.9233477475315004,True,0.27823319721966955,292.33477475315004,Negative,Very High,7cgu4JBW3hq1GwTM1ilkKQ,['Tove Lo'],lv,2015,155,3,True,9.808369368828751
342,4360713,2018-05-31,Training,0.3733411431312561,3.9226303717162496,True,0.27816492009907934,292.26303717162494,Negative,Very High,6WbADFqMvR8N5u0BvtsWQE,"['Avicii', 'Sandro Cavazza']",se,1081712,6,3,True,9.806575929290624
343,3302998,2015-09-24,Training,0.37270820140838623,3.9159801632639146,True,0.27753197837620946,291.5980163263915,Positive,Very High,51ODNNDZm21HU7wI7cccRr,"['Disclosure', 'Sam Smith']",pl,16485,125,3,True,9.789950408159786
344,653942,2018-12-13,Training,0.37248650193214417,3.9136508054770744,True,0.2773102788999674,291.36508054770746,Negative,Very High,116H0KvKr2Zl4RPuVBruDO,"['Bad Bunny', 'Drake']",bo,80333,3,3,True,9.784127013692686
345,2921343,2019-04-04,Training,0.37179994583129883,3.9064372800925544,True,0.27662372279912206,290.6437280092554,Positive,Very High,4SSnFejRGlZikf02HLewEF,['Billie Eilish'],au,1456234,3,3,True,9.766093200231387
346,1533686,2018-06-14,Training,0.37172940373420715,3.905696106563659,True,0.2765531807020304,290.5696106563659,Negative,Very High,2OALaHcDdKkjYEpAr0Qzab,"['Avicii', 'Rita Ora']",se,283399,57,3,True,9.764240266409148
347,3156760,2019-06-06,Training,0.3710966110229492,3.8990474637503802,True,0.27592038799077245,289.90474637503803,Negative,Very High,4pUCKHjJ4Ijewc37rRrvHn,['BLACKPINK'],my,265412,4,3,True,9.74761865937595
348,3831654,2015-07-16,Training,0.3707595765590668,3.8955063013345477,True,0.27558335352689,289.5506301334548,Negative,Very High,5ntbENj4mD1JanFRqWztSr,"['Don Omar', 'Natti Natasha']",ar,12994,161,3,True,9.73876575333637
349,4404812,2015-09-17,Training,0.3706423044204712,3.8942741433978334,True,0.2754660813882944,289.42741433978335,Negative,Very High,6Zo3wgDE076K2AuiGZF3CS,"['Pitbull', 'Chris Brown']",gt,3605,136,3,True,9.735685358494583
350,2555116,2021-09-16,Test,0.3705651187605342,3.893463167111131,True,0.27538889572835745,289.3463167111131,Negative,Very High,3rmo8F54jFF8OgYsqTxm5d,['Ed Sheeran'],ua,52930,33,3,True,9.733657917777826
351,1164763,2022-08-18,Test,0.3703695226265124,3.8914080725949756,True,0.2751932995943357,289.14080725949754,Positive,Very High,1sbNEFiURUYfy024cJX8JG,['Feid'],pa,32925,63,3,True,9.72852018148744
352,795306,2016-06-30,Training,0.3686481714248657,3.8733221353009024,True,0.27347194839268896,287.33221353009026,Negative,Very High,1G5qDCiqei7ozj5ku43TuR,['Poli Genova'],bg,3502,53,3,True,9.683305338252255
353,2608730,2015-09-24,Training,0.3686140775680542,3.8729639170849937,True,0.27343785453587743,287.29639170849936,Positive,Very High,3voxukrHBXctzxdSbCycey,['Los Totora'],uy,6565,53,3,True,9.682409792712484
354,2098867,2017-12-21,Training,0.3677881956100464,3.8642865191835387,True,0.2726119725778696,286.42865191835386,Negative,Very High,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']",py,9200,142,3,True,9.660716297958846
355,1164979,2022-08-11,Test,0.36757525792247053,3.862049219984306,True,0.2723990348902938,286.2049219984306,Positive,Very High,1sbNEFiURUYfy024cJX8JG,['Feid'],ve,63003,23,3,True,9.655123049960766
356,966422,2023-02-23,Test,0.3674877713792627,3.861130014111026,True,0.27231154834708593,286.1130014111026,Negative,Very High,1aOl53hkZGHkl2Snhr7opL,['Dean Lewis'],nl,547144,36,3,True,9.652825035277564
357,2415750,2017-06-08,Training,0.36716994643211365,3.8577906827420807,True,0.2719937233999369,285.77906827420804,Negative,Very High,3eR23VReFzcdmS7TYCrhCe,"['Kygo', 'Selena Gomez']",cy,3619,15,3,True,9.644476706855201
358,5069063,2015-12-03,Training,0.36715167760849,3.857598735393871,True,0.2719754545763132,285.7598735393871,Negative,Very High,7br84ZQ7X2IGahwaC2FlZs,['Avicii'],se,793064,14,3,True,9.643996838484677
359,1533687,2018-06-21,Training,0.36678317189216614,3.8537269100095073,True,0.27160694885998937,285.37269100095074,Negative,Very High,2OALaHcDdKkjYEpAr0Qzab,"['Avicii', 'Rita Ora']",se,234141,71,3,True,9.634317275023768
360,3200859,2022-03-24,Test,0.36610301471036666,3.8465806169529992,True,0.2709267916781899,284.6580616952999,Positive,Very High,4saklk6nie3yiGePpBwUoc,['BTS'],vn,354674,4,3,True,9.616451542382498
361,3008356,2015-07-23,Training,0.36609938740730286,3.84654250551142,True,0.2709231643751261,284.654250551142,Positive,Very High,4amvcCLMlTiU6mQfwFGRl8,['Hunter Hayes'],ca,44359,91,3,True,9.61635626377855
362,3134391,2021-03-25,Validation,0.3645413815975189,3.8301728098022596,True,0.26936515856534216,283.01728098022596,Negative,Very High,4nAQS0ARxHcjd6mmjNJhoP,"['Inkonnu', 'Iguidr']",ma,12835,197,3,True,9.575432024505648
363,2462549,2015-09-10,Training,0.3644331097602844,3.8290352164645003,True,0.26925688672810766,282.90352164645003,Negative,Very High,3hi5omgmpSIzVUW8nIWzhZ,['Tungevaag'],fr,44513,167,3,True,9.57258804116125
364,5360663,2018-05-17,Training,0.36359918117523193,3.820273274054046,True,0.26842295814305517,282.0273274054046,Positive,Very High,7vuTcvFnvlqWlWb4u60nvY,['Netta'],il,59377,1,3,True,9.550683185135115
365,2111329,2019-04-11,Training,0.36347877979278564,3.8190082376971652,True,0.2683025567606089,281.9008237697165,Negative,Very High,3CRDbSIZ4r5MsZ0YwxuEkn,['Twenty One Pilots'],cr,19539,190,3,True,9.547520594242913
366,1164628,2022-08-18,Test,0.3633993150501614,3.818173315485581,True,0.26822309201798467,281.8173315485581,Negative,Very High,1sbNEFiURUYfy024cJX8JG,['Feid'],gt,86886,79,3,True,9.545433288713953
