review_rank,source_index,date,model_partition,pca_reconstruction_error,anomaly_score_ratio,is_final_pca_anomaly,anomaly_score_margin,anomaly_score_excess_pct,anomaly_direction,anomaly_severity,track_id,artist,country,streams,position,severity_rank,is_high_priority_review,priority_score
1,5032126,2022-08-18,Test,12.251286917873044,128.72213802528375,True,12.156110694840867,12772.213802528375,Positive,Extreme,7MXVkk9YMctZqd1Srtv4MB,"['The Weeknd', 'Daft Punk']",in,895899,88,4,True,386.16641407585126
2,2966983,2015-07-23,Training,11.939791679382324,125.44931180286251,True,11.844615456350148,12444.93118028625,Positive,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",ni,11067,1,4,True,376.34793540858755
3,511975,2013-09-22,Training,11.690001487731934,122.82480976136058,True,11.594825264699757,12182.480976136058,Negative,Extreme,0nrRP2bk19rLc0orkWPQk2,['Avicii'],lu,1214,1,4,True,368.47442928408174
4,2966982,2015-07-16,Training,11.65617561340332,122.46940719072929,True,11.560999390371144,12146.940719072929,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",ni,4966,1,4,True,367.40822157218787
5,511976,2013-09-29,Training,11.62905216217041,122.18442581230518,True,11.533875939138234,12118.442581230518,Negative,Extreme,0nrRP2bk19rLc0orkWPQk2,['Avicii'],lu,1141,1,4,True,366.55327743691555
6,2966984,2015-07-30,Training,11.628202438354492,122.17549791215484,True,11.533026215322316,12117.549791215484,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",ni,6581,1,4,True,366.52649373646454
7,4201053,2022-08-18,Test,6.056146367281645,63.630875173878366,True,5.960970144249468,6263.087517387837,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",nl,461545,39,4,True,190.8926255216351
8,2963307,2015-07-02,Training,6.051588535308838,63.58298682710854,True,5.956412312276661,6258.298682710854,Positive,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bg,10594,1,4,True,190.74896048132564
9,2117926,2022-08-18,Test,5.807989968875154,61.023539113457105,True,5.712813745842977,6002.35391134571,Negative,Extreme,3CsYuAe0Oi7t9w1jxWfHob,['Kaho Hung'],hk,70818,42,4,True,183.0706173403713
10,4200061,2022-08-18,Test,5.523021892354063,58.02942916201734,True,5.4278456693218855,5702.942916201734,Positive,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",hu,77615,35,4,True,174.08828748605202
11,4199027,2022-08-18,Test,4.785288442883685,50.27819228827663,True,4.690112219851508,4927.819228827663,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",de,850308,54,4,True,150.8345768648299
12,2963309,2015-07-16,Training,4.499161243438721,47.27190363414258,True,4.403985020406544,4627.190363414258,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bg,3852,1,4,True,141.81571090242775
13,4199563,2022-08-18,Test,4.1501409706454915,43.604808411470906,True,4.054964747613314,4260.48084114709,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",fr,678226,44,4,True,130.8144252344127
14,3618103,2022-08-18,Test,3.8289413614600702,40.23002005622349,True,3.7337651384278936,3923.002005622349,Positive,Extreme,5UV2oqgMXvlkOvvtK3aT7f,['mor ve ötesi'],tr,794362,54,4,True,120.69006016867047
15,4201139,2022-08-18,Test,3.6122802493589417,37.953599483956395,True,3.517104026326765,3695.3599483956395,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",no,200775,43,4,True,113.86079845186919
16,2613425,2022-08-18,Test,3.5822578109298715,37.638158951934855,True,3.487081587897695,3663.8158951934856,Negative,Extreme,3w75Uvn1cojNlBhQoxpVP3,['Fabio Asher'],id,2241481,5,4,True,112.91447685580457
17,4198164,2022-08-18,Test,3.482957165780143,36.59482436703378,True,3.387780942747966,3559.482436703378,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",be,160730,28,4,True,109.78447310110134
18,133855,2022-08-18,Test,3.43617340315977,36.10327552079982,True,3.3409971801275935,3510.327552079982,Positive,Extreme,0BWEkqsmPe3qOzrRVztHU3,"['Paulo e Nathan', 'Hugo & Guilherme']",br,2648027,28,4,True,108.30982656239945
19,5034021,2022-08-18,Test,3.389167187801949,35.609389402394704,True,3.2939909647697725,3460.9389402394704,Positive,Extreme,7MXVkk9YMctZqd1Srtv4MB,"['The Weeknd', 'Daft Punk']",sa,35710,41,4,True,106.82816820718412
20,2963308,2015-07-09,Training,3.269824504852295,34.355476616747524,True,3.1746482818201183,3335.5476616747524,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bg,6998,1,4,True,103.06642985024257
21,4201571,2022-08-18,Test,3.1299918141463032,32.88627888803835,True,3.0348155911141266,3188.6278888038346,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",pt,132157,28,4,True,98.65883666411504
22,4199506,2022-08-18,Test,3.0887819594706505,32.453294121856565,True,2.993605736438474,3145.3294121856566,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",fi,52274,135,4,True,97.35988236556969
23,3159033,2016-11-10,Training,3.0281524658203125,31.81627059099171,True,2.932976242788136,3081.627059099171,Negative,Extreme,4pdPtRcBmOSQDlJ3Fk945m,"['DJ Snake', 'Justin Bieber']",ad,1108,1,4,True,95.44881177297513
24,4197994,2022-08-18,Test,2.9946560163900062,31.464329230395986,True,2.8994797933578296,3046.432923039599,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",at,83899,32,4,True,94.39298769118795
25,4200638,2022-08-18,Test,2.7368479815847104,28.755585107211594,True,2.6416717585525338,2775.5585107211596,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",lu,11134,13,4,True,86.26675532163478
26,2963310,2015-07-23,Training,2.3749070167541504,24.952734423504626,True,2.2797307937219737,2395.2734423504626,Positive,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bg,9261,1,4,True,74.85820327051388
27,3159034,2016-11-17,Training,2.363884687423706,24.836924728821554,True,2.2687084643915294,2383.6924728821555,Negative,Extreme,4pdPtRcBmOSQDlJ3Fk945m,"['DJ Snake', 'Justin Bieber']",ad,1069,2,4,True,74.51077418646466
28,4198942,2022-08-18,Test,2.239608877474636,23.531180436919414,True,2.1444326544424595,2253.1180436919412,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",cz,77891,33,4,True,70.59354131075824
29,158175,2016-01-07,Training,2.2213141918182373,23.338961360835526,True,2.1261379687860607,2233.896136083553,Negative,Extreme,0ENSn4fwAbCGeFGVUbXEU3,['Adele'],ad,1033,2,4,True,70.01688408250658
30,4198532,2022-08-18,Test,1.8386449776989784,19.318322571776964,True,1.7434687546668017,1831.8322571776964,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",ch,117827,25,4,True,57.954967715330895
31,1198138,2022-08-18,Test,1.7599166778581556,18.49113803626323,True,1.664740454825979,1749.113803626323,Negative,Extreme,1w3eUC89GPspKpi62tPwjt,['Hoàng Dũng'],vn,102931,56,4,True,55.47341410878969
32,2963311,2015-07-30,Training,1.7506977319717407,18.394276177358634,True,1.655521508939564,1739.4276177358634,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bg,5058,1,4,True,55.1828285320759
33,1984632,2015-03-22,Training,1.5561645030975342,16.350349420479034,True,1.4609882800653575,1535.0349420479033,Negative,Extreme,32OlwWuMpZ6b0aN2RZOeMS,"['Mark Ronson', 'Bruno Mars']",bg,2059,1,4,True,49.0510482614371
34,4200552,2022-08-18,Test,1.5049782382648256,15.812544250217089,True,1.409802015232649,1481.2544250217088,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",lt,30507,13,4,True,47.43763275065127
35,4199333,2022-08-18,Test,1.4721873080151051,15.468015656782207,True,1.3770110849829285,1446.8015656782206,Positive,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",ee,12276,37,4,True,46.40404697034662
36,2963435,2015-07-09,Training,1.4284673929214478,15.008658122927594,True,1.333291169889271,1400.8658122927593,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bo,8004,1,4,True,45.025974368782784
37,1164419,2022-08-18,Test,1.2610135110876257,13.249249349402193,True,1.165837288055449,1224.9249349402194,Negative,Extreme,1sbNEFiURUYfy024cJX8JG,['Feid'],co,988999,8,4,True,39.74774804820658
38,2613472,2022-08-18,Test,1.2411728969553149,13.040787472052813,True,1.1459966739231382,1204.0787472052812,Negative,Extreme,3w75Uvn1cojNlBhQoxpVP3,['Fabio Asher'],my,392886,4,4,True,39.12236241615844
39,1934432,2022-08-18,Test,1.2328919820434874,12.953781341235583,True,1.1377157590113107,1195.3781341235583,Negative,Extreme,2wqnUV5B4g6u3somiH9JkX,['Lomepal'],fr,403280,109,4,True,38.86134402370675
40,5239468,2022-08-18,Test,1.1552796542668355,12.138322129848165,True,1.0601034312346589,1113.8322129848166,Negative,Extreme,7oBUoEbCDF748UkHnLusUB,['Thịnh Suy'],vn,89387,73,4,True,36.414966389544496
41,1984718,2015-03-22,Training,1.069688320159912,11.239028888531086,True,0.9745120971277353,1023.9028888531086,Negative,Extreme,32OlwWuMpZ6b0aN2RZOeMS,"['Mark Ronson', 'Bruno Mars']",bo,7712,2,4,True,33.71708666559326
42,4201933,2022-08-18,Test,1.0499884243779412,11.032045514381947,True,0.9548122013457644,1003.2045514381947,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",sk,32162,25,4,True,33.09613654314584
43,4064844,2016-02-04,Training,1.0229501724243164,10.747959309947424,True,0.9277739493921396,974.7959309947424,Negative,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1080,2,4,True,32.24387792984227
44,2616247,2019-08-15,Validation,1.0015723705291748,10.523346468482657,True,0.906396147496998,952.3346468482657,Negative,Extreme,3wjl3uPGckJUAeI5cRG0bZ,"['Mente Fuerte', 'Hawk', 'Baghdad']",gr,145226,2,4,True,31.57003940544797
45,2966668,2015-07-23,Training,0.9883685111999512,10.3846158180264,True,0.8931922881677744,938.46158180264,Positive,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",mt,7486,1,4,True,31.1538474540792
46,1188993,2022-08-18,Test,0.9704524744957064,10.196375140539253,True,0.8752762514635296,919.6375140539253,Positive,Extreme,1v7L65Lzy0j0vdpRjJewt1,['Eminem'],de,414706,176,4,True,30.58912542161776
47,3045825,2015-07-30,Training,0.9575773477554321,10.061098426144719,True,0.8624011247232554,906.1098426144719,Negative,Extreme,4fTHdMTq0Znl3djLI1Typn,"['OMI', 'Felix Jaehn']",mt,3575,1,4,True,30.18329527843416
48,3492260,2022-03-17,Test,0.9499755098223209,9.981227238878324,True,0.8547992867901442,898.1227238878324,Positive,Extreme,5KawlOMHjWeUjQtnuRs22c,"['BTS', 'Halsey']",vn,99695,44,4,True,29.94368171663497
49,2222344,2015-07-23,Training,0.9368362426757812,9.843175247236486,True,0.8416600196436045,884.3175247236486,Positive,Extreme,3O2MsMZHCgSbRGEca5ML1N,['Loïc Nottet'],se,62964,193,4,True,29.529525741709456
50,1219287,2016-08-18,Training,0.9225360751152039,9.692925877120771,True,0.8273598520830271,869.2925877120772,Negative,Extreme,1xznGGDReH1oQq0xzbwXa3,"['Drake', 'Wizkid', 'Kyla']",ad,1126,2,4,True,29.078777631362314
51,4199191,2022-08-18,Test,0.9183673103941072,9.649125392206727,True,0.8231910873619305,864.9125392206727,Positive,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",do,21432,117,4,True,28.947376176620182
52,1164985,2022-09-22,Test,0.912000637985806,9.582231873999465,True,0.8168244149536292,858.2231873999465,Positive,Extreme,1sbNEFiURUYfy024cJX8JG,['Feid'],ve,83904,17,4,True,28.746695621998395
53,3217005,2015-09-10,Training,0.9014988541603088,9.471891460281359,True,0.8063226311281321,847.189146028136,Negative,Extreme,4ttjtLeCx3rwltZR3w7gWV,['JVG'],fi,345519,3,4,True,28.415674380844077
54,3045824,2015-07-23,Training,0.8816931843757629,9.263796737108219,True,0.7865169613435862,826.3796737108219,Positive,Extreme,4fTHdMTq0Znl3djLI1Typn,"['OMI', 'Felix Jaehn']",mt,7366,2,4,True,27.791390211324657
55,4198446,2022-08-18,Test,0.8724894834782746,9.167095054647287,True,0.7773132604460978,816.7095054647287,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",ca,673159,16,4,True,27.501285163941862
56,1987498,2015-03-22,Training,0.8306768536567688,8.727777034984225,True,0.735500630624592,772.7777034984225,Negative,Extreme,32OlwWuMpZ6b0aN2RZOeMS,"['Mark Ronson', 'Bruno Mars']",mt,6488,2,4,True,26.183331104952675
57,1164540,2022-08-18,Test,0.8264199418002609,8.683050403469663,True,0.7312437187680841,768.3050403469663,Negative,Extreme,1sbNEFiURUYfy024cJX8JG,['Feid'],ec,220520,25,4,True,26.049151210408986
58,192525,2022-01-27,Test,0.8224854790786859,8.641711688859766,True,0.7273092560465091,764.1711688859766,Negative,Extreme,0HUabBApCqvyOWksm6Rk8N,"['Bossikan', 'Light']",gr,264219,15,4,True,25.9251350665793
59,4200335,2022-08-18,Test,0.8147989060938288,8.560950205161696,True,0.719622683061652,756.0950205161696,Positive,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",is,11679,36,4,True,25.682850615485087
60,3331747,2022-08-18,Test,0.8098141962871227,8.508576727333931,True,0.7146379732549459,750.8576727333932,Negative,Extreme,54H0xbH1zRSpIooA56rHva,"['Calin', 'STEIN27']",cz,50629,95,4,True,25.525730182001794
61,4200168,2022-08-18,Test,0.8041079200648936,8.448621876842545,True,0.7089316970327169,744.8621876842544,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",ie,135702,19,4,True,25.345865630527634
62,4064841,2016-01-14,Training,0.7980195879936218,8.384652832082137,True,0.7028433649614451,738.4652832082137,Positive,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1275,1,4,True,25.15395849624641
63,5059807,2014-07-13,Training,0.7845585942268372,8.24322051487163,True,0.6893823711946604,724.3220514871631,Negative,Extreme,7b71WsDLb8gG0cSyDTFAEW,['Calvin Harris'],cy,1319,1,4,True,24.729661544614892
64,3306984,2022-08-18,Test,0.7828069395815379,8.224816184572592,True,0.6876307165493611,722.4816184572593,Positive,Extreme,51oc6MEsXTpnPn6GOw5VuP,['Fujii Kaze'],jp,843628,24,4,True,24.674448553717777
65,1792556,2022-08-18,Test,0.781519535038101,8.211289649242422,True,0.6863433120059242,721.1289649242423,Positive,Extreme,2jbf9EytR7fzpSrPWAYCf9,['Adie'],ph,1437134,8,4,True,24.633868947727265
66,4064847,2016-02-25,Training,0.7801899313926697,8.197319735296773,True,0.6850137083604929,719.7319735296774,Negative,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1024,3,4,True,24.59195920589032
67,4064845,2016-02-11,Training,0.7754467725753784,8.147484191647518,True,0.6802705495432017,714.7484191647518,Positive,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1174,1,4,True,24.442452574942553
68,158179,2016-02-04,Training,0.7743598222732544,8.136063794120748,True,0.6791835992410776,713.6063794120748,Negative,Extreme,0ENSn4fwAbCGeFGVUbXEU3,['Adele'],ad,1004,3,4,True,24.408191382362244
69,4200350,2022-12-01,Test,0.7580536818296963,7.964738016273424,True,0.6628774587975196,696.4738016273424,Positive,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",is,7131,141,4,True,23.894214048820274
70,1255787,2015-07-23,Training,0.757388174533844,7.957745647017215,True,0.6622119515016672,695.7745647017215,Positive,Extreme,21BYhl07wWqGRQaj7sUxdV,['Måns Zelmerlöw'],no,197530,41,4,True,23.873236941051644
71,1447020,2021-05-06,Validation,0.7502689361572266,7.882945049243855,True,0.6550927131250498,688.2945049243855,Negative,Extreme,2FkCxMgyjqvKwV0wqKb3vF,"['ElGrandeToto', 'Hamza']",ma,53218,10,4,True,23.648835147731564
72,2966669,2015-07-30,Training,0.7460560202598572,7.838680675609853,True,0.6508797972276804,683.8680675609853,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",mt,3531,2,4,True,23.51604202682956
73,3614676,2015-09-17,Training,0.7456870675086975,7.834804153308323,True,0.6505108444765207,683.4804153308322,Positive,Extreme,5UE8e9VTMmv5fjGXLETjCf,['Anitta'],br,240930,32,4,True,23.504412459924968
74,4785151,2018-12-13,Training,0.7431513071060181,7.808161360372295,True,0.6479750840738413,680.8161360372295,Negative,Extreme,75JFxkI2RXiU7L9VXzMkle,['Coldplay'],py,12307,146,4,True,23.424484081116884
75,2672123,2021-05-06,Validation,0.7395001649856567,7.769799445977699,True,0.64432394195348,676.9799445977699,Negative,Extreme,42ZwLbocS9q28SQgrM9C8s,"['ElGrandeToto', 'Smallx']",ma,54823,8,4,True,23.309398337933096
76,2438551,2019-08-08,Validation,0.731150209903717,7.6820679221167785,True,0.6359739868715403,668.2067922116778,Negative,Extreme,3fV9z98dnQLSIPIMMJXCm7,"['Gemitaiz', 'MadMan']",it,1004955,34,4,True,23.046203766350335
77,836389,2021-05-06,Validation,0.7287197113037109,7.656531096609589,True,0.6335434882715342,665.6531096609589,Negative,Extreme,1KZXzp8MHucI0ynGk3DgRx,"['ElGrandeToto', '3robi']",ma,28096,43,4,True,22.969593289828765
78,4064843,2016-01-28,Training,0.7263315320014954,7.631438912594174,True,0.6311553089693186,663.1438912594174,Negative,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1169,1,4,True,22.89431673778252
79,4199638,2022-08-18,Test,0.7246252317839179,7.613511113368514,True,0.6294490087517411,661.3511113368513,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",gb,843780,37,4,True,22.84053334010554
80,1373652,2021-05-06,Validation,0.7191266417503357,7.555738385491686,True,0.6239504187181589,655.5738385491686,Negative,Extreme,29PQ2G9LWUWBcy9N6lRO0B,['ElGrandeToto'],ma,19206,91,4,True,22.66721515647506
81,3492259,2022-03-10,Test,0.7188598315547303,7.552935057232745,True,0.6236836085225536,655.2935057232745,Negative,Extreme,5KawlOMHjWeUjQtnuRs22c,"['BTS', 'Halsey']",vn,55935,106,4,True,22.658805171698237
82,4198861,2022-08-18,Test,0.7164015908197517,7.527106749944826,True,0.621225367787575,652.7106749944826,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",cy,9275,37,4,True,22.581320249834476
83,1164984,2022-09-15,Test,0.7138449355694902,7.5002444184841925,True,0.6186687125373135,650.0244418484192,Positive,Extreme,1sbNEFiURUYfy024cJX8JG,['Feid'],ve,79911,17,4,True,22.500733255452577
84,89253,2021-05-06,Validation,0.7074194550514221,7.432733013709328,True,0.6122432320192454,643.2733013709328,Negative,Extreme,07gqbz5UFQhWtCfT31zGyo,['ElGrandeToto'],ma,37578,22,4,True,22.298199041127983
85,4825346,2021-05-06,Validation,0.7069228291511536,7.427515051865006,True,0.6117466061189768,642.7515051865006,Negative,Extreme,78UMhbpEdGKXSc9nk25ow0,"['ElGrandeToto', 'Damso']",ma,43043,15,4,True,22.282545155595017
86,1060695,2022-04-14,Test,0.7026790621861605,7.382926531436344,True,0.6075028391539837,638.2926531436344,Negative,Extreme,1kaJpz5JMjmhByqAnvN90b,['Light'],gr,202632,7,4,True,22.148779594309033
87,3617024,2022-03-17,Test,0.7019726036772814,7.375503894916714,True,0.6067963806451047,637.5503894916715,Negative,Extreme,5ULjMFUY8wZUj3LZAsy8rD,"['SNIK', 'SALVA']",gr,52765,86,4,True,22.12651168475014
88,125649,2020-12-03,Validation,0.6927688121795654,7.278801260534969,True,0.5975925891473887,627.880126053497,Negative,Extreme,0Az2D1ByNU09je0ZtzDcHm,"['Mad Clip', 'Hawk', 'Light', 'Sapranov']",gr,173054,3,4,True,21.836403781604908
89,357409,2021-05-06,Validation,0.6904708743095398,7.254657227531593,True,0.595294651277363,625.4657227531593,Negative,Extreme,0Z8y3vH8mt5uMxQ21Eb43g,['ElGrandeToto'],ma,30530,36,4,True,21.76397168259478
90,5297147,2022-06-30,Test,0.6875230532655426,7.223684985199592,True,0.5923468302333659,622.3684985199592,Negative,Extreme,7rjtRM1AgmmraeTTX8tofW,['Sơn Tùng M-TP'],vn,133375,30,4,True,21.671054955598777
91,1062659,2021-05-06,Validation,0.6823638677597046,7.169478321586833,True,0.5871876447275278,616.9478321586834,Negative,Extreme,1ktSlQqcgod7b4amYARarW,['ElGrandeToto'],ma,51528,11,4,True,21.5084349647605
92,1164463,2022-08-18,Test,0.6775764472978714,7.119177728546755,True,0.5824002242656946,611.9177728546755,Negative,Extreme,1sbNEFiURUYfy024cJX8JG,['Feid'],cr,129798,18,4,True,21.357533185640264
93,943314,2022-07-14,Test,0.6752420101971848,7.094650204483341,True,0.580065787165008,609.4650204483341,Negative,Extreme,1XUf5lpeTQbrohZWdx6Sbz,"['Davido', 'Sunday Service Choir']",ng,60961,40,4,True,21.283950613450024
94,1219288,2016-08-25,Training,0.6726894378662109,7.067830771544603,True,0.5775132148340342,606.7830771544603,Negative,Extreme,1xznGGDReH1oQq0xzbwXa3,"['Drake', 'Wizkid', 'Kyla']",ad,1047,3,4,True,21.20349231463381
95,2438926,2022-08-18,Test,0.6706443950426191,7.046343862751212,True,0.5754681720104423,604.6343862751212,Negative,Extreme,3fd8cxZvehZNFD8KUri30T,['Bolaget'],se,323398,33,4,True,21.139031588253637
96,1271837,2021-05-06,Validation,0.666372537612915,7.001460200701922,True,0.5711963145807383,600.1460200701922,Negative,Extreme,22YGEzwGJwqoFKJ0URX1cl,['ElGrandeToto'],ma,81049,4,4,True,21.00438060210577
97,3980769,2021-05-06,Validation,0.6636760830879211,6.973129022608394,True,0.5684998600557444,597.3129022608395,Negative,Extreme,60pu49evZxVC6owa2DBtS9,['ElGrandeToto'],ma,31275,32,4,True,20.919387067825184
98,5148546,2022-03-17,Test,0.661394583347789,6.949157702173029,True,0.5662183603156122,594.9157702173029,Negative,Extreme,7hVXZVcmpcHq1DJ05dnFZK,"['SNIK', 'Rack']",gr,263144,4,4,True,20.847473106519086
99,5419156,2022-03-17,Test,0.6608878976359525,6.943834043640527,True,0.5657116746037757,594.3834043640527,Negative,Extreme,7zbGFFbyAcwP28PTcS60qj,"['SNIK', 'SALVA']",gr,61127,66,4,True,20.831502130921578
100,4064846,2016-02-18,Training,0.6514440774917603,6.844609470072405,True,0.5562678544595835,584.4609470072405,Negative,Extreme,69bp2EbF7Q2rqc5N3ylezZ,['Justin Bieber'],ad,1167,2,4,True,20.533828410217215
101,1969173,2022-02-17,Test,0.6499182639803818,6.828578013236147,True,0.554742040948205,582.8578013236147,Positive,Extreme,30K8l6FPIUB9iH1txpmWtD,"['SNIK', 'FLY LO', 'Mike G']",gr,329855,7,4,True,20.48573403970844
102,1069230,2020-07-23,Validation,0.6463456153869629,6.791040816659108,True,0.5511693923547861,579.1040816659108,Negative,Extreme,1lbrmucxyaFko2m90S2NIU,['SNIK'],gr,28675,104,4,True,20.373122449977323
103,4619571,2015-07-09,Training,0.6462122201919556,6.789639256576583,True,0.5510359971597788,578.9639256576584,Negative,Extreme,6qC8Jj1XOxknPm8N7EbzKX,['Jessie J'],tw,44738,4,4,True,20.368917769729748
104,3018061,2020-07-23,Validation,0.6452144384384155,6.779155737460651,True,0.5500382154062388,577.9155737460651,Negative,Extreme,4bj3XvWwPxRaONwpeTDQLb,['SNIK'],gr,36109,79,4,True,20.337467212381952
105,3194017,2022-03-17,Test,0.6451701049795366,6.778689933529097,True,0.5499938819473599,577.8689933529097,Negative,Extreme,4sFnFmeRYIXj12G9pzEMK4,['SNIK'],gr,43543,124,4,True,20.33606980058729
106,2963436,2015-07-16,Training,0.6426569223403931,6.7522843612225145,True,0.5474806993082163,575.2284361222514,Negative,Extreme,4WjH9Bzt3kx7z8kl0awxh4,"['Major Lazer', 'MØ', 'DJ Snake']",bo,5494,1,4,True,20.256853083667544
107,2057556,2022-03-17,Test,0.6405834037360301,6.730498262359755,True,0.5454071807038533,573.0498262359755,Negative,Extreme,37lxdBzdwPcbpiLNnY5L8B,"['SNIK', 'GAMEBOY']",gr,53851,83,4,True,20.191494787079264
108,5378803,2015-09-10,Training,0.6400432586669922,6.724823052188248,True,0.5448670356348154,572.4823052188248,Negative,Extreme,7wqSzGeodspE3V6RBD5W8L,"['Wiz Khalifa', 'Charlie Puth']",sk,4066,31,4,True,20.174469156564744
109,5029197,2022-08-18,Test,0.6394109977178115,6.718179996506506,True,0.5442347746856347,571.8179996506506,Positive,Extreme,7MXVkk9YMctZqd1Srtv4MB,"['The Weeknd', 'Daft Punk']",ae,25213,23,4,True,20.154539989519517
110,239921,2016-07-21,Training,0.639243483543396,6.716419954249324,True,0.5440672605112192,571.6419954249324,Negative,Extreme,0NmeI6UpRE27dxxgosD5n9,['Meghan Trainor'],global,3001886,116,4,True,20.14925986274797
111,4505810,2020-07-23,Validation,0.6357225775718689,6.679426408389276,True,0.5405463545396921,567.9426408389276,Negative,Extreme,6htdPLrUVE4Kq3zzLOpVIh,['SNIK'],gr,52938,47,4,True,20.038279225167827
112,5208291,2022-03-17,Test,0.6336493024102215,6.657642867336733,True,0.5384730793780448,565.7642867336733,Negative,Extreme,7m84C5gTmnmeh3VUIwDcd2,"['SNIK', 'VLOSPA']",gr,99180,31,4,True,19.9729286020102
113,4199924,2022-08-18,Test,0.6332231425675622,6.653165280087706,True,0.5380469195353854,565.3165280087707,Negative,Extreme,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']",hk,25195,186,4,True,19.95949584026312
114,3732008,2021-07-01,Test,0.6327425849344936,6.6481161447284896,True,0.5375663619023169,564.811614472849,Negative,Extreme,5fFLotKS1286huYIMQHqz7,['Sơn Tùng M-TP'],vn,284353,2,4,True,19.944348434185468
115,3849511,2022-03-17,Test,0.6319586604359236,6.639879586546253,True,0.5367824374037469,563.9879586546253,Negative,Extreme,5pJs3IQxlt8OjtXmTeVlJu,"['SNIK', 'TOQUEL']",gr,93760,32,4,True,19.919638759638758
116,63019,2021-05-06,Validation,0.6302757263183594,6.622197290864113,True,0.5350995032861826,562.2197290864113,Negative,Extreme,05TZvIBb07gDxMw1PQdFhX,"['ElGrandeToto', 'Farid Bang']",ma,23308,65,4,True,19.866591872592338
