source_index,source_track_id,source_track_name,source_country,source_date,source_streams,source_chart_position,match_status
13107,011OJyic8zeFT0zEqdGFIC,Yalan,tr,2018-05-31,77171,161,observation_not_found
13108,011OJyic8zeFT0zEqdGFIC,Yalan,tr,2018-06-07,68319,192,observation_not_found
13109,011OJyic8zeFT0zEqdGFIC,Yalan,tr,2018-06-14,69327,171,observation_not_found
13110,011OJyic8zeFT0zEqdGFIC,Yalan,tr,2018-06-21,62149,197,observation_not_found
36433,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-08-13,12464,140,ambiguous_observation
36434,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-08-20,12071,144,ambiguous_observation
36435,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-08-27,10578,156,ambiguous_observation
36436,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-09-03,10877,153,ambiguous_observation
36437,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-09-10,10068,155,ambiguous_observation
36438,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-09-17,9552,162,ambiguous_observation
36439,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-09-24,8440,193,ambiguous_observation
36440,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),be,2015-10-01,8845,188,ambiguous_observation
36461,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-02-08,36254,184,ambiguous_observation
36472,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-07-02,82896,116,ambiguous_observation
36473,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-07-09,55785,122,ambiguous_observation
36474,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-07-16,35153,129,ambiguous_observation
36475,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-07-23,77571,128,ambiguous_observation
36476,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-07-30,43106,128,ambiguous_observation
36477,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-08-06,74930,138,ambiguous_observation
36478,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-08-13,74455,143,ambiguous_observation
36479,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-08-20,75078,143,ambiguous_observation
36480,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-08-27,75427,151,ambiguous_observation
36481,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-09-03,77334,141,ambiguous_observation
36482,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-09-10,76600,145,ambiguous_observation
36483,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-09-17,85512,128,ambiguous_observation
36484,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-09-24,96382,124,ambiguous_observation
36485,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-10-01,166789,57,ambiguous_observation
36486,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-10-08,111427,100,ambiguous_observation
36487,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-10-15,93408,136,ambiguous_observation
36488,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-10-22,83010,158,ambiguous_observation
36489,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-10-29,79331,168,ambiguous_observation
36490,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-11-05,76930,170,ambiguous_observation
36491,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),br,2015-11-12,77589,181,ambiguous_observation
36517,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-08-06,10056,135,ambiguous_observation
36518,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-08-13,9187,155,ambiguous_observation
36519,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-08-20,9620,156,ambiguous_observation
36520,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-08-27,9963,145,ambiguous_observation
36521,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-09-03,9497,164,ambiguous_observation
36522,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-09-10,9427,169,ambiguous_observation
36523,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ch,2015-09-17,9112,177,ambiguous_observation
36546,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-07-02,34554,102,ambiguous_observation
36547,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-07-09,20247,119,ambiguous_observation
36548,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-07-16,12439,134,ambiguous_observation
36549,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-07-23,27478,135,ambiguous_observation
36550,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-07-30,15233,140,ambiguous_observation
36551,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-08-06,26124,151,ambiguous_observation
36552,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-08-13,24826,160,ambiguous_observation
36553,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-08-20,25356,163,ambiguous_observation
36554,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-08-27,26143,170,ambiguous_observation
36555,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-09-03,28831,168,ambiguous_observation
36556,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-09-10,29141,175,ambiguous_observation
36557,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cl,2015-09-17,29010,183,ambiguous_observation
36571,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2014-12-28,9998,167,ambiguous_observation
36572,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-01-04,9140,181,ambiguous_observation
36573,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-01-11,10147,167,ambiguous_observation
36574,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-01-18,19193,183,ambiguous_observation
36575,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-01-25,10781,177,ambiguous_observation
36576,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-02-01,10701,188,ambiguous_observation
36577,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-02-08,10907,188,ambiguous_observation
36578,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-02-15,11157,197,ambiguous_observation
36579,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-02-22,11082,199,ambiguous_observation
36580,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-03-01,11688,182,ambiguous_observation
36581,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-03-08,12381,168,ambiguous_observation
36582,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-03-15,12845,165,ambiguous_observation
36583,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-03-22,11440,154,ambiguous_observation
36593,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-07-02,20724,104,ambiguous_observation
36594,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-07-09,15024,112,ambiguous_observation
36595,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-07-16,9447,115,ambiguous_observation
36596,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-07-23,19316,129,ambiguous_observation
36597,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-07-30,11155,127,ambiguous_observation
36598,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-08-06,19212,139,ambiguous_observation
36599,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-08-13,17681,147,ambiguous_observation
36600,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-08-20,17369,154,ambiguous_observation
36601,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-08-27,17948,155,ambiguous_observation
36602,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-09-03,18115,160,ambiguous_observation
36603,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-09-10,18018,165,ambiguous_observation
36604,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-09-17,18008,167,ambiguous_observation
36605,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-09-24,17449,170,ambiguous_observation
36606,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-10-01,18033,171,ambiguous_observation
36607,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-10-08,17560,179,ambiguous_observation
36608,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-10-15,15736,187,ambiguous_observation
36609,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-10-22,16285,195,ambiguous_observation
36610,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),co,2015-10-29,16326,194,ambiguous_observation
36623,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2014-12-28,7019,173,ambiguous_observation
36624,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-01-04,3626,186,ambiguous_observation
36625,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-01-11,4098,165,ambiguous_observation
36626,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-01-18,3732,198,ambiguous_observation
36627,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-01-25,3876,196,ambiguous_observation
36628,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-02-01,3933,196,ambiguous_observation
36629,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-02-08,3943,194,ambiguous_observation
36642,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-08-13,7386,140,ambiguous_observation
36643,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-08-20,7000,151,ambiguous_observation
36644,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-08-27,7265,149,ambiguous_observation
36645,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-09-03,7110,161,ambiguous_observation
36646,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-09-10,6984,157,ambiguous_observation
36647,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-09-17,6599,169,ambiguous_observation
36648,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-09-24,6973,161,ambiguous_observation
36649,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-10-01,7312,153,ambiguous_observation
36650,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),cr,2015-10-08,6938,185,ambiguous_observation
36674,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2014-12-28,1449,194,ambiguous_observation
36675,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-01-04,1437,193,ambiguous_observation
36676,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-01-11,1551,166,ambiguous_observation
36677,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-01-18,1716,155,ambiguous_observation
36678,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-01-25,1692,168,ambiguous_observation
36679,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-02-01,1623,190,ambiguous_observation
36680,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-02-08,1753,181,ambiguous_observation
36681,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),do,2015-02-15,1588,197,ambiguous_observation
36703,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),fr,2015-07-02,6245,228,ambiguous_observation
36704,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),fr,2015-07-09,5966,213,ambiguous_observation
36720,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),global,2015-07-02,1542972,151,ambiguous_observation
36721,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),global,2015-07-09,1048391,162,ambiguous_observation
36722,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),global,2015-07-16,645315,167,ambiguous_observation
36723,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),global,2015-07-23,1387243,182,ambiguous_observation
36724,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),global,2015-07-30,589709,190,ambiguous_observation
36769,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),hu,2015-03-08,2996,138,ambiguous_observation
36770,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),hu,2015-03-15,3095,135,ambiguous_observation
36780,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),hu,2015-10-08,3060,183,ambiguous_observation
36798,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ie,2015-08-13,7443,184,ambiguous_observation
36799,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ie,2015-08-20,7349,192,ambiguous_observation
36800,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),ie,2015-08-27,7485,185,ambiguous_observation
36851,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),it,2015-07-02,13668,207,ambiguous_observation
36852,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),it,2015-07-09,4641,231,ambiguous_observation
36886,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2014-12-28,68786,186,ambiguous_observation
36887,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2015-01-04,66874,198,ambiguous_observation
36888,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2015-01-11,77973,162,ambiguous_observation
36889,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2015-01-18,84542,160,ambiguous_observation
36890,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2015-01-25,85212,177,ambiguous_observation
36891,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),mx,2015-02-01,80852,196,ambiguous_observation
36939,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pe,2014-12-28,6322,171,ambiguous_observation
36940,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pe,2015-01-04,6188,173,ambiguous_observation
36941,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pe,2015-01-11,6352,189,ambiguous_observation
36970,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-08-13,13866,133,ambiguous_observation
36971,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-08-20,13499,145,ambiguous_observation
36972,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-08-27,13530,146,ambiguous_observation
36973,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-09-03,13787,152,ambiguous_observation
36974,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-09-10,12975,167,ambiguous_observation
36975,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),pl,2015-09-17,12546,179,ambiguous_observation
37005,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),sg,2015-08-13,10327,197,ambiguous_observation
37031,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2014-12-28,8211,139,ambiguous_observation
37032,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-01-04,8098,153,ambiguous_observation
37033,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-01-11,8073,154,ambiguous_observation
37034,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-01-18,7993,146,ambiguous_observation
37035,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-01-25,8685,135,ambiguous_observation
37036,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-02-01,8801,121,ambiguous_observation
37037,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-02-08,9696,108,ambiguous_observation
37038,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-02-15,8012,133,ambiguous_observation
37039,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-02-22,8018,142,ambiguous_observation
37040,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-03-01,9685,115,ambiguous_observation
37041,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-03-08,10022,125,ambiguous_observation
37042,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-03-15,9606,137,ambiguous_observation
37043,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-03-22,9172,123,ambiguous_observation
37055,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-08-06,12674,136,ambiguous_observation
37056,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-08-13,11900,154,ambiguous_observation
37057,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-08-20,11779,158,ambiguous_observation
37058,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-08-27,11440,164,ambiguous_observation
37059,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-09-03,12285,159,ambiguous_observation
37060,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-09-10,11658,157,ambiguous_observation
37061,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-09-17,11790,165,ambiguous_observation
37062,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-09-24,10950,190,ambiguous_observation
37063,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-10-01,10108,195,ambiguous_observation
37064,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),tr,2015-10-08,11392,195,ambiguous_observation
37086,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2014-12-28,2069,121,ambiguous_observation
37087,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-01-04,1941,141,ambiguous_observation
37088,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-01-11,2176,98,ambiguous_observation
37089,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-01-18,2333,91,ambiguous_observation
37090,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-01-25,2473,87,ambiguous_observation
37091,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-02-01,2393,93,ambiguous_observation
37092,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-02-08,2222,101,ambiguous_observation
37093,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-02-15,1925,133,ambiguous_observation
37094,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-02-22,1410,160,ambiguous_observation
37095,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-03-01,1843,127,ambiguous_observation
37096,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-03-08,1887,124,ambiguous_observation
37097,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),uy,2015-03-15,1811,133,ambiguous_observation
39125,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-02-01,1076660,10,observation_not_found
39126,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-02-08,899673,14,observation_not_found
39127,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-02-15,822077,15,observation_not_found
39129,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-03-01,758447,19,observation_not_found
39130,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-03-08,667468,22,observation_not_found
39131,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,ar,2018-03-15,615616,22,observation_not_found
39911,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,uy,2018-01-25,58264,13,observation_not_found
39912,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,uy,2018-02-01,57363,12,observation_not_found
39913,03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,uy,2018-02-08,51336,20,observation_not_found
71889,06KH78mmsvESwUgJzdNOEc,Take My Hand,ie,2016-09-08,52895,52,observation_not_found
82823,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-02-16,55247,82,observation_not_found
82824,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-02-23,58908,81,observation_not_found
82825,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-03-02,61066,78,observation_not_found
82826,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-03-09,63572,66,observation_not_found
82827,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-03-16,66330,56,observation_not_found
82828,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-03-23,69588,55,observation_not_found
82829,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-03-30,68134,55,observation_not_found
82830,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-04-06,96048,44,observation_not_found
82831,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-04-13,106121,38,observation_not_found
82832,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-04-20,100872,39,observation_not_found
82833,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-04-27,96199,49,observation_not_found
82834,07Af1vF3LFqNrmLC1Yzs0L,Olsun,tr,2017-05-04,96801,47,observation_not_found
147221,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-04-12,12850,87,observation_not_found
147222,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-04-19,12285,101,observation_not_found
147223,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-04-26,13004,106,observation_not_found
147224,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-05-03,12087,112,observation_not_found
147225,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-05-10,10741,133,observation_not_found
147226,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-05-17,9320,170,observation_not_found
147227,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-05-24,9065,169,observation_not_found
147228,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-05-31,9230,176,observation_not_found
147229,0DhkTGjEaIHaSxTfC14BFm,Lullaby,hu,2018-06-07,8787,197,observation_not_found
147357,0DhkTGjEaIHaSxTfC14BFm,Lullaby,sk,2018-04-19,4089,191,observation_not_found
191931,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-01-12,125433,153,observation_not_found
191932,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-01-19,120784,157,observation_not_found
191933,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-01-26,115803,167,observation_not_found
191934,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-02-02,114000,166,observation_not_found
191935,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-02-09,117536,167,observation_not_found
191936,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-02-16,112777,191,observation_not_found
191937,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-02-23,111840,194,observation_not_found
191938,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-03-02,116397,195,observation_not_found
191939,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-03-09,119432,199,observation_not_found
191940,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-03-16,124765,190,observation_not_found
191941,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-03-23,120741,197,observation_not_found
191942,0HMjXBAZmSYOTTi33WpMso,History,ph,2017-03-30,125664,193,observation_not_found
242247,0O4XHiuVt3dBaOzSI49BtF,Bella,fr,2019-03-21,267906,154,observation_not_found
242248,0O4XHiuVt3dBaOzSI49BtF,Bella,fr,2019-03-28,262419,183,observation_not_found
268568,0Qh38w01QRXK6KHIv0e3hb,What About Us,es,2018-01-25,176025,153,observation_not_found
287269,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-11-15,521350,94,observation_not_found
287270,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-11-22,570019,83,observation_not_found
287271,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-11-29,537501,96,observation_not_found
287272,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-12-06,627770,98,observation_not_found
287273,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-12-13,751742,75,observation_not_found
287274,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-12-20,761234,76,observation_not_found
287275,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2018-12-27,908490,80,observation_not_found
287276,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2019-01-03,1021180,25,observation_not_found
287277,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2019-01-10,900702,35,observation_not_found
287278,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2019-01-17,810967,49,observation_not_found
287279,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2019-01-24,700735,59,observation_not_found
287280,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,gb,2019-01-31,666332,68,observation_not_found
287388,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-11-15,41239,130,observation_not_found
287389,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-11-22,43000,125,observation_not_found
287390,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-11-29,41672,137,observation_not_found
287391,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-12-06,70713,79,observation_not_found
287392,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-12-13,76456,83,observation_not_found
287393,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-12-20,73852,81,observation_not_found
287394,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,ie,2018-12-27,93641,80,observation_not_found
