source_index,source_track_id,source_track_name,source_country,source_date,source_streams,source_chart_position,match_status
2404816,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-04-13,4784,125,ambiguous_observation
2404817,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-04-20,4466,138,ambiguous_observation
2404818,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-04-27,4896,133,ambiguous_observation
2404819,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-05-04,5126,136,ambiguous_observation
2404820,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-05-11,4834,164,ambiguous_observation
2404821,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,is,2017-05-18,4533,178,ambiguous_observation
2404909,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2014-12-28,346558,1,ambiguous_observation
2404910,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-01-04,348111,1,ambiguous_observation
2404911,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-01-11,366858,1,ambiguous_observation
2404912,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-01-18,417803,1,ambiguous_observation
2404913,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-01-25,437073,1,ambiguous_observation
2404914,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-02-01,424388,1,ambiguous_observation
2404915,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-02-08,399700,1,ambiguous_observation
2404916,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-02-15,383281,1,ambiguous_observation
2404917,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-02-22,383290,1,ambiguous_observation
2404918,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-03-01,374436,2,ambiguous_observation
2404919,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-03-08,341553,2,ambiguous_observation
2404920,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-03-15,317955,3,ambiguous_observation
2404921,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-03-22,293692,3,ambiguous_observation
2404931,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-07-02,221873,20,ambiguous_observation
2404932,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-07-09,146231,23,ambiguous_observation
2404933,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-07-16,87833,28,ambiguous_observation
2404934,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-07-23,184303,33,ambiguous_observation
2404935,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-07-30,100492,35,ambiguous_observation
2404936,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-08-06,171545,36,ambiguous_observation
2404937,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-08-13,153735,35,ambiguous_observation
2404938,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-08-20,141362,37,ambiguous_observation
2404939,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-08-27,148387,39,ambiguous_observation
2404940,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-09-03,151283,41,ambiguous_observation
2404941,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-09-10,137321,44,ambiguous_observation
2404942,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-09-17,127245,46,ambiguous_observation
2404943,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-09-24,126396,48,ambiguous_observation
2404944,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-10-01,121064,49,ambiguous_observation
2404945,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-10-08,96093,55,ambiguous_observation
2404946,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-10-15,82041,67,ambiguous_observation
2404947,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-10-22,75631,69,ambiguous_observation
2404948,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-10-29,73764,73,ambiguous_observation
2404949,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-11-05,71364,72,ambiguous_observation
2404950,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-11-12,66191,81,ambiguous_observation
2404951,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-11-19,65348,94,ambiguous_observation
2404952,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-11-26,64641,80,ambiguous_observation
2404953,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-12-03,63353,82,ambiguous_observation
2404954,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-12-10,72732,69,ambiguous_observation
2404955,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-12-17,84872,59,ambiguous_observation
2404956,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-12-24,86744,65,ambiguous_observation
2404957,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2015-12-31,89271,54,ambiguous_observation
2404958,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-01-07,71174,64,ambiguous_observation
2404959,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-01-14,64700,88,ambiguous_observation
2404960,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-01-21,65971,85,ambiguous_observation
2404961,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-01-28,63049,90,ambiguous_observation
2404962,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-02-04,60833,93,ambiguous_observation
2404963,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-02-11,61284,103,ambiguous_observation
2404964,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-02-18,67057,113,ambiguous_observation
2404965,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-02-25,60586,109,ambiguous_observation
2404966,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-03-03,58794,99,ambiguous_observation
2404967,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-03-10,57555,97,ambiguous_observation
2404968,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-03-17,57536,104,ambiguous_observation
2404969,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-03-24,58459,105,ambiguous_observation
2404970,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-03-31,54904,105,ambiguous_observation
2404971,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-04-07,55694,102,ambiguous_observation
2404972,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-04-14,55914,105,ambiguous_observation
2404973,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-04-21,56978,109,ambiguous_observation
2404974,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-04-28,54645,111,ambiguous_observation
2404975,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-05-05,56120,109,ambiguous_observation
2404976,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-05-12,53627,118,ambiguous_observation
2404977,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-05-19,52277,122,ambiguous_observation
2404978,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-05-26,53579,128,ambiguous_observation
2404979,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-06-02,53339,130,ambiguous_observation
2404980,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-06-09,53983,135,ambiguous_observation
2404981,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-06-16,50968,142,ambiguous_observation
2404982,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-06-23,50136,144,ambiguous_observation
2404983,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-06-30,49648,162,ambiguous_observation
2404984,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-07-07,48144,164,ambiguous_observation
2404985,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-07-14,46222,168,ambiguous_observation
2404986,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-07-21,46163,169,ambiguous_observation
2404987,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-07-28,44199,177,ambiguous_observation
2404988,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-08-04,43114,183,ambiguous_observation
2404989,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-08-11,39803,184,ambiguous_observation
2404990,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-08-18,37580,186,ambiguous_observation
2404991,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-08-25,40025,178,ambiguous_observation
2404992,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-09-01,49863,155,ambiguous_observation
2404993,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-09-08,51171,166,ambiguous_observation
2404994,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-09-15,59157,147,ambiguous_observation
2404995,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-09-22,64171,131,ambiguous_observation
2404996,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-09-29,62012,144,ambiguous_observation
2404997,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-10-06,61524,148,ambiguous_observation
2404998,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-10-13,61505,148,ambiguous_observation
2404999,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-10-20,59834,166,ambiguous_observation
2405000,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-10-27,55431,173,ambiguous_observation
2405001,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-11-03,54623,170,ambiguous_observation
2405002,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-11-10,56450,156,ambiguous_observation
2405003,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-11-17,58695,170,ambiguous_observation
2405004,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,it,2016-11-24,56539,169,ambiguous_observation
2405014,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2014-12-07,18229,1,ambiguous_observation
2405015,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2014-12-14,20875,1,ambiguous_observation
2405016,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2014-12-21,20012,1,ambiguous_observation
2405017,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2014-12-28,17682,1,ambiguous_observation
2405018,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-01-04,18556,1,ambiguous_observation
2405019,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-01-11,18668,1,ambiguous_observation
2405020,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-01-18,18566,1,ambiguous_observation
2405021,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-01-25,17349,1,ambiguous_observation
2405022,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-02-01,17101,1,ambiguous_observation
2405023,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-02-08,16754,4,ambiguous_observation
2405024,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-02-15,16231,5,ambiguous_observation
2405025,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-02-22,16910,4,ambiguous_observation
2405026,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-03-01,15035,4,ambiguous_observation
2405027,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-03-08,12643,10,ambiguous_observation
2405028,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-03-15,11707,10,ambiguous_observation
2405029,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-03-22,11575,6,ambiguous_observation
2405049,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-10-08,3964,61,ambiguous_observation
2405050,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-10-15,4064,57,ambiguous_observation
2405051,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-10-22,4072,61,ambiguous_observation
2405052,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-10-29,4008,66,ambiguous_observation
2405053,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-11-05,3694,65,ambiguous_observation
2405054,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-11-12,3504,78,ambiguous_observation
2405055,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-11-19,3498,85,ambiguous_observation
2405056,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-11-26,3333,77,ambiguous_observation
2405057,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-12-03,3300,74,ambiguous_observation
2405058,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-12-10,4042,62,ambiguous_observation
2405059,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-12-17,4727,49,ambiguous_observation
2405060,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-12-24,4954,51,ambiguous_observation
2405061,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2015-12-31,5177,47,ambiguous_observation
2405062,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-01-07,4674,57,ambiguous_observation
2405063,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-01-14,3840,67,ambiguous_observation
2405064,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-01-21,3823,64,ambiguous_observation
2405065,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-01-28,3511,73,ambiguous_observation
2405066,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-02-04,3366,84,ambiguous_observation
2405067,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-02-11,3416,77,ambiguous_observation
2405068,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-02-18,3308,75,ambiguous_observation
2405069,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-02-25,3385,74,ambiguous_observation
2405070,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-03-03,3344,76,ambiguous_observation
2405071,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-03-10,3583,68,ambiguous_observation
2405072,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-03-17,3364,76,ambiguous_observation
2405073,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-03-24,3442,79,ambiguous_observation
2405074,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-03-31,2699,91,ambiguous_observation
2405075,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-04-07,2957,86,ambiguous_observation
2405076,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-04-14,2819,89,ambiguous_observation
2405077,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-04-21,2829,88,ambiguous_observation
2405078,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-04-28,2779,96,ambiguous_observation
2405079,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-05-05,3121,101,ambiguous_observation
2405080,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-05-12,2641,103,ambiguous_observation
2405081,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-05-19,2583,133,ambiguous_observation
2405082,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-05-26,2489,122,ambiguous_observation
2405083,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-06-02,2474,126,ambiguous_observation
2405084,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-06-09,2393,135,ambiguous_observation
2405085,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-06-16,2533,126,ambiguous_observation
2405086,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-06-23,2568,117,ambiguous_observation
2405087,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-06-30,2409,122,ambiguous_observation
2405088,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-07-07,2428,126,ambiguous_observation
2405089,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-07-14,2463,127,ambiguous_observation
2405090,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-07-21,2463,123,ambiguous_observation
2405091,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-07-28,2407,126,ambiguous_observation
2405092,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-08-04,2421,128,ambiguous_observation
2405093,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-08-11,2240,130,ambiguous_observation
2405094,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-08-18,2218,128,ambiguous_observation
2405095,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-08-25,2236,134,ambiguous_observation
2405096,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-09-01,2334,129,ambiguous_observation
2405097,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-09-08,2297,119,ambiguous_observation
2405098,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-09-15,2187,134,ambiguous_observation
2405099,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-09-22,2230,140,ambiguous_observation
2405100,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-09-29,2202,136,ambiguous_observation
2405101,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-10-06,2243,130,ambiguous_observation
2405102,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-10-13,2258,129,ambiguous_observation
2405103,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-10-20,2384,125,ambiguous_observation
2405104,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-10-27,2249,120,ambiguous_observation
2405105,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-11-03,2285,122,ambiguous_observation
2405106,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-11-10,1926,146,ambiguous_observation
2405107,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-11-17,2097,147,ambiguous_observation
2405108,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-11-24,2152,150,ambiguous_observation
2405109,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2016-12-01,2107,185,ambiguous_observation
2405119,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-03-09,2538,151,ambiguous_observation
2405120,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-03-16,2368,167,ambiguous_observation
2405121,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-03-23,2466,181,ambiguous_observation
2405122,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-03-30,2462,171,ambiguous_observation
2405123,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-04-06,2395,165,ambiguous_observation
2405124,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-04-13,2455,168,ambiguous_observation
2405125,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-04-20,2128,179,ambiguous_observation
2405126,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-04-27,2202,180,ambiguous_observation
2405127,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-05-04,2269,192,ambiguous_observation
2405128,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2017-05-11,2161,199,ambiguous_observation
2405144,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2018-08-23,3911,133,ambiguous_observation
2405145,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2018-08-30,3797,141,ambiguous_observation
2405146,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2018-09-06,3626,148,ambiguous_observation
2405147,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2018-09-13,3790,145,ambiguous_observation
2405148,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lt,2018-09-20,3267,184,ambiguous_observation
2405189,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-01-04,2782,2,ambiguous_observation
2405190,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-01-11,2678,3,ambiguous_observation
2405191,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-01-18,2801,2,ambiguous_observation
2405192,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-01-25,2790,4,ambiguous_observation
2405193,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-02-01,2809,4,ambiguous_observation
2405194,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-02-08,2597,8,ambiguous_observation
2405195,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-02-15,2823,6,ambiguous_observation
2405196,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-02-22,2705,7,ambiguous_observation
2405197,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-03-01,2795,7,ambiguous_observation
2405198,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-03-08,2353,13,ambiguous_observation
2405199,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-03-15,2469,11,ambiguous_observation
2405209,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-10-08,1131,64,ambiguous_observation
2405210,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-10-15,1143,64,ambiguous_observation
2405211,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-10-22,1104,64,ambiguous_observation
2405212,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-10-29,1146,69,ambiguous_observation
2405213,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2015-11-05,1063,71,ambiguous_observation
2405223,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2016-01-28,1351,60,ambiguous_observation
2405224,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2016-02-04,1156,66,ambiguous_observation
2405225,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2016-02-11,1085,77,ambiguous_observation
2405226,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lu,2016-02-18,1054,72,ambiguous_observation
2405281,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2014-12-28,18226,1,ambiguous_observation
2405282,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-01-04,19375,1,ambiguous_observation
2405283,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-01-11,20383,1,ambiguous_observation
2405284,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-01-18,22074,1,ambiguous_observation
2405285,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-01-25,20088,1,ambiguous_observation
2405286,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-02-01,18565,1,ambiguous_observation
2405287,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-02-08,17509,1,ambiguous_observation
2405288,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-02-15,17290,1,ambiguous_observation
2405289,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-02-22,16787,3,ambiguous_observation
2405290,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-03-01,16021,3,ambiguous_observation
2405291,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-03-08,13482,7,ambiguous_observation
2405292,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-03-15,12934,6,ambiguous_observation
2405293,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-03-22,11756,6,ambiguous_observation
2405311,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-10-08,3714,64,ambiguous_observation
2405312,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-10-15,3551,73,ambiguous_observation
2405313,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-10-22,3679,68,ambiguous_observation
2405314,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-10-29,3630,69,ambiguous_observation
2405315,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-11-05,3400,70,ambiguous_observation
2405316,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-11-12,3295,80,ambiguous_observation
2405317,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-11-19,3270,81,ambiguous_observation
2405318,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-11-26,3076,80,ambiguous_observation
2405319,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-12-03,3233,70,ambiguous_observation
2405320,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-12-10,3768,64,ambiguous_observation
2405321,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-12-17,4320,55,ambiguous_observation
2405322,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-12-24,4017,73,ambiguous_observation
2405323,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2015-12-31,4484,49,ambiguous_observation
2405324,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-01-07,4050,57,ambiguous_observation
2405325,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-01-14,3522,80,ambiguous_observation
2405326,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-01-21,3638,74,ambiguous_observation
2405327,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-01-28,3355,78,ambiguous_observation
2405328,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-02-04,3217,94,ambiguous_observation
2405329,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-02-11,3303,83,ambiguous_observation
2405330,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-02-18,3321,75,ambiguous_observation
2405331,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-02-25,3166,81,ambiguous_observation
2405332,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-03-03,3165,84,ambiguous_observation
2405333,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-03-10,3367,78,ambiguous_observation
2405334,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-03-17,3413,77,ambiguous_observation
2405335,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-03-24,3253,78,ambiguous_observation
2405336,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-03-31,2691,91,ambiguous_observation
2405337,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-04-07,2733,111,ambiguous_observation
2405338,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,lv,2016-04-14,2896,100,ambiguous_observation
