database_track_id,source_track_id,database_track_name,track_id,artists,name
28249,0SKXNVj9gR7kpwFVmeWSX5,Nero,0SKXNVj9gR7kpwFVmeWSX5,['Ν.Ο.Ε.'],Nero
28314,5vDljIZz6MzrKMf4nvkonh,我喜歡你的時候,5vDljIZz6MzrKMf4nvkonh,['鄭可強'],我喜歡你的時候
28401,5Yn6iA7o8aUHxB4sJQmVwu,是你,5Yn6iA7o8aUHxB4sJQmVwu,['梦然'],是你
28512,3R4FqmSdK9SYRnFGzMRcIJ,На дно,3R4FqmSdK9SYRnFGzMRcIJ,['Вакарчук'],На дно
28610,01mH7HUE0ThKRbyYOuva56,未接來電,01mH7HUE0ThKRbyYOuva56,['莫宰羊'],未接來電
28823,2yKu0WgrgnMrl1tLOOFNd0,Я не теряю надежды,2yKu0WgrgnMrl1tLOOFNd0,['Джизус'],Я не теряю надежды
28914,3J5S0VNICeeHszPcIqKk7d,TRELE,3J5S0VNICeeHszPcIqKk7d,['Ν.Ο.Ε.'],TRELE
29049,7w2w3bLo37unLedpgOTXyr,一日,7w2w3bLo37unLedpgOTXyr,['許光漢'],一日
29072,4jHQxRQlRmpnrc3Sl2PiCK,Лютики,4jHQxRQlRmpnrc3Sl2PiCK,['просто Лера'],Лютики
29260,5Dc8ohGyajXX0EU4a9JxNs,Не Могу Влюбиться,5Dc8ohGyajXX0EU4a9JxNs,['Шайни'],Не Могу Влюбиться
29279,3BtXgurV7Xz7SuJv2mfBSQ,Экзорцизм,3BtXgurV7Xz7SuJv2mfBSQ,['Сны Саламандры'],Экзорцизм
29327,2R8CylfWLqBcejsXu2mdcW,Хочеш,2R8CylfWLqBcejsXu2mdcW,['Після Дощу'],Хочеш
29341,00aJoSrsoDIzFznPDkBUFP,溫室狂花,00aJoSrsoDIzFznPDkBUFP,['艾薇'],溫室狂花
29387,2wks1k99S6Rqip6fVTSike,當我說真話的時候我感到自由,2wks1k99S6Rqip6fVTSike,['鍾明軒'],當我說真話的時候我感到自由
29713,1aa2wl4aISMXWzNC9oOK8h,幸福的模樣(《紅色氣球》插曲),1aa2wl4aISMXWzNC9oOK8h,['思衛'],幸福的模樣(《紅色氣球》插曲)
29791,7ADnt8DESfljWZKT5O4G00,Booyah,7ADnt8DESfljWZKT5O4G00,['婁峻碩'],Booyah
29827,7ybFtRCn5rAWKer71CLJFM,我們為什麼在一起,7ybFtRCn5rAWKer71CLJFM,['肖懿航'],我們為什麼在一起
29879,3C0Hpz4Df64ZszZNODDaUV,أحبك يوم تاخذني,3C0Hpz4Df64ZszZNODDaUV,['محمد الديحاني'],أحبك يوم تاخذني
30036,59zCzJNeulRGPA7yT6if1k,查无此人,59zCzJNeulRGPA7yT6if1k,['颜人中'],查无此人
30048,55SL63CHgFSxvgHgwBy4Ic,Молекулярная физика,55SL63CHgFSxvgHgwBy4Ic,['алёна швец.'],Молекулярная физика
30143,1nbcdTsZbPQHmg8o2G7XQ2,听说你,1nbcdTsZbPQHmg8o2G7XQ2,['于冬然'],听说你
30536,2d7vK6m69cyq29nK1eDUCL,Бригада,2d7vK6m69cyq29nK1eDUCL,['Платина'],Бригада
30538,5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,5j7ixaLeGTGSv4DzKs0pCM,['ヨルシカ'],だから僕は音楽を辞めた
30543,5jRaKU8GyLXMtUsosbC4pg,PES MOU,5jRaKU8GyLXMtUsosbC4pg,['Ν.Ο.Ε.'],PES MOU
30607,2ExrckON3Z1e95sxU9il2z,ขอจองได้ไหม,2ExrckON3Z1e95sxU9il2z,['เอ๋ยเอ้ย'],ขอจองได้ไหม
30619,13m74oo33GO04HDHBWgldV,صاملً مافيه حيله,13m74oo33GO04HDHBWgldV,['محمد ال نجم المري'],صاملً مافيه حيله
30655,36JeQiNJvvpnCTZCDDgKuB,一派輕鬆,36JeQiNJvvpnCTZCDDgKuB,['許光漢'],一派輕鬆
30719,0Jg3myaigLt8W0cEvE3mXU,זרים מכירים,0Jg3myaigLt8W0cEvE3mXU,['יושי'],זרים מכירים
30760,4CNCKuEyLYrS3zCUMphITh,Вали,4CNCKuEyLYrS3zCUMphITh,['Канги'],Вали
30883,1j40VTVHnNc0prj4ZkskkE,اخر ما سوى,1j40VTVHnNc0prj4ZkskkE,['بو خطيف'],اخر ما سوى
30986,1ofAXq6xfHjn6ZUxdsY3YW,カラカラ,1ofAXq6xfHjn6ZUxdsY3YW,['結束バンド'],カラカラ
31078,4nXDROHk51085Lcd3gM4BA,Do Things Right (feat. 春艷),4nXDROHk51085Lcd3gM4BA,"['柯文哲', '春艷']",Do Things Right (feat. 春艷)
31146,3gY1UX6zV7IQAKcBgi2gcm,夕凪、某、花惑い,3gY1UX6zV7IQAKcBgi2gcm,['ヨルシカ'],夕凪、某、花惑い
31147,0vklMM00Iu0SW2TiUQ2vWN,Апокалипсис Сегодня,0vklMM00Iu0SW2TiUQ2vWN,['Джизус'],Апокалипсис Сегодня
31412,1Z6V29QPGQ3m9RclqW81Aw,לא נגמר,1Z6V29QPGQ3m9RclqW81Aw,['הגר יפת'],לא נגמר
31450,6ZuN71JnSB8pmtb4wF7ygV,俄羅斯套娃,6ZuN71JnSB8pmtb4wF7ygV,['吳林峰'],俄羅斯套娃
31599,6n1wJXTJcsYHX4se6ptQ5w,癡情男子漢,6n1wJXTJcsYHX4se6ptQ5w,['玖壹壹'],癡情男子漢
31607,5ybBwHoTgTAwKkVJ8PIzw1,เก็บความรู้สึกเก่ง (Invisible Tears) / Boys Don't Cry,5ybBwHoTgTAwKkVJ8PIzw1,['เต ตะวัน'],เก็บความรู้สึกเก่ง (Invisible Tears) / Boys Don't Cry
31740,5C3mVOwYZNSKVHJXKVXCsX,另存寂寞 - 搶先聽版,5C3mVOwYZNSKVHJXKVXCsX,['黃荻鈞'],另存寂寞 - 搶先聽版
31797,35LIFNsMZjGJhLvRYAYxTX,Я тебя люблю,35LIFNsMZjGJhLvRYAYxTX,['Где Фантом?'],Я тебя люблю
31823,3eedMZVAKECLgtCzxDwTcP,"夢飛翔 - 劇集 ""那些我愛過的人"" 插曲",3eedMZVAKECLgtCzxDwTcP,"['戴祖儀', '謝東閔']","夢飛翔 - 劇集 ""那些我愛過的人"" 插曲"
32138,3CDcr9ogSecLIwourcz760,水星记,3CDcr9ogSecLIwourcz760,['郭顶'],水星记
32206,4NbpS5yzdNawCgLURGvmr1,法蘭西多士,4NbpS5yzdNawCgLURGvmr1,['告五人'],法蘭西多士
32253,1Eaoqo94mLIpAgHhEuReCL,在愛裡臣服,1Eaoqo94mLIpAgHhEuReCL,['老鬼團'],在愛裡臣服
32385,3MB1afOMzspYZUHF5cB0dq,אין מספיק זמן,3MB1afOMzspYZUHF5cB0dq,['יושי'],אין מספיק זמן
32493,4PgXICtkAjJphhy2asB7Qg,Ананасовый сок,4PgXICtkAjJphhy2asB7Qg,['просто Лера'],Ананасовый сок
32615,3CgFUlC90UqQWadgmDgujJ,Easy Peasy,3CgFUlC90UqQWadgmDgujJ,['理想混蛋'],Easy Peasy
32879,1IVj6CsBbTgOEpo0W6hgwN,嘉宾,1IVj6CsBbTgOEpo0W6hgwN,['张远'],嘉宾
32914,0JPxIqkH636FIYb6ce2kt4,清空,0JPxIqkH636FIYb6ce2kt4,"['王忻辰', '苏星婕']",清空
32953,2KynotKUVV1Kp5hx0RJofP,如你一般的人,2KynotKUVV1Kp5hx0RJofP,['陶晶瑩'],如你一般的人
33058,72f9WiINVWeJjtkwDKbZUU,心跳的證明 - 電影《一吻定情》心動版主題曲,72f9WiINVWeJjtkwDKbZUU,['刘人语'],心跳的證明 - 電影《一吻定情》心動版主題曲
33114,3zQv0tABjRe0EopEEhumdg,青春、戀愛和意外,3zQv0tABjRe0EopEEhumdg,['曾樂彤'],青春、戀愛和意外
33536,6wH2RsJUO8oypx8c5PG0bP,転がる岩、君に朝が降る,6wH2RsJUO8oypx8c5PG0bP,['結束バンド'],転がる岩、君に朝が降る
33578,2scCDNMl7gNAhI7cLz8BRN,مع السلامة للي عايز يمشي,2scCDNMl7gNAhI7cLz8BRN,['أوشا الصغير'],مع السلامة للي عايز يمشي
33582,551l3WSPbohzxQGHhTVm0q,Капкан,551l3WSPbohzxQGHhTVm0q,['МОТ'],Капкан
33594,1zdbpQXkC4oHNiYiuLrbQZ,Этажи,1zdbpQXkC4oHNiYiuLrbQZ,['дипинс'],Этажи
33606,5zNCljjuylNbzOQ01aMEU3,ملينا ملينا,5zNCljjuylNbzOQ01aMEU3,"['فلاح المسردي', 'عناد المسردي']",ملينا ملينا
33633,1kEMfs7WR0aFhSlzTB7SmB,только ты никогда не узнаешь,1kEMfs7WR0aFhSlzTB7SmB,['тринадцать карат'],только ты никогда не узнаешь
33868,6WdwpAPZh9wbKACkcZNZ57,三角題,6WdwpAPZh9wbKACkcZNZ57,['二珂'],三角題
34078,1zuFlGHYDmp8cuNxGktpEl,好不容易,1zuFlGHYDmp8cuNxGktpEl,['葉秉桓'],好不容易
34088,3y3175OM52bdhGe98p2JIv,外人,3y3175OM52bdhGe98p2JIv,['蕭秉治'],外人
34174,5VAP6d5vE98dbeKYETtGDr,אור,5VAP6d5vE98dbeKYETtGDr,['היוצרים'],אור
34437,47buYhvYRsdJf2cPMEWyL1,河畔,47buYhvYRsdJf2cPMEWyL1,['詹雯婷'],河畔
34525,6Ojfi0IzZmhLMiB2vlQFw5,שוב אני נשברת,6Ojfi0IzZmhLMiB2vlQFw5,['הגר יפת'],שוב אני נשברת
34603,1smu904xekZdv925d10SPn,รำคาญกะบอกกันเด้อ,1smu904xekZdv925d10SPn,['ลำเพลิน วงศกร'],รำคาญกะบอกกันเด้อ
34812,6TcfMQ34NaCxdgrh65naqe,мемы,6TcfMQ34NaCxdgrh65naqe,['алёна швец.'],мемы
34881,6HNESZLBWkYVekOEq6XmTc,我心中尚未崩壞的地方,6HNESZLBWkYVekOEq6XmTc,['黃韻玲'],我心中尚未崩壞的地方
34885,2ch5o7qvAhjtlCsbGYR15y,Fukit,2ch5o7qvAhjtlCsbGYR15y,['Шайни'],Fukit
34898,39MturfdwhAQYpuhx7JXbq,รักควรมีสองคน,39MturfdwhAQYpuhx7JXbq,"['พร จันทพร', 'เนย ภัสวรรณ']",รักควรมีสองคน
34965,3ltF2v0eDtJkjVlprwD9bs,هذا السعودي فوق,3ltF2v0eDtJkjVlprwD9bs,['فهد بن فصلا'],هذا السعودي فوق
35051,3xKk3LzFEg4HYhId7JeI5I,Автомат,3xKk3LzFEg4HYhId7JeI5I,['Джизус'],Автомат
35120,5fwxL5EIOUXWUfxvNX3s1I,悲傷的五個步驟 - Live Session,5fwxL5EIOUXWUfxvNX3s1I,['艾薇'],悲傷的五個步驟 - Live Session
35152,5y3ndnhzdlUcCGzMJ5OtV6,Зымыран,5y3ndnhzdlUcCGzMJ5OtV6,['Жугунусов Мирас'],Зымыран
35377,1CqOEa4NIRBaWR6sNHTDTo,Как тебя покорить,1CqOEa4NIRBaWR6sNHTDTo,['Перемотка'],Как тебя покорить
35390,4k0c5A5gT9GtCd0kh4otYb,太阳,4k0c5A5gT9GtCd0kh4otYb,['曲肖冰'],太阳
35456,1bI0Y0i234LFlO15koZMsI,Midnight,1bI0Y0i234LFlO15koZMsI,['大森元貴'],Midnight
35557,15WPcx72Hp22XQSQjt3Xif,أحتريك,15WPcx72Hp22XQSQjt3Xif,['عبدالله المخلص'],أحتريك
35693,00EF9VNkfjUNF77VwBfaRU,暗戀家,00EF9VNkfjUNF77VwBfaRU,['石山街'],暗戀家
35825,2X0CA094Ne939g54EXOIJU,زين وحلا,2X0CA094Ne939g54EXOIJU,['غريب ال مخلص'],زين وحلا
36344,4Li6IWgv5sFzsnFWXgzi4a,嘉賓,4Li6IWgv5sFzsnFWXgzi4a,['張遠'],嘉賓
36400,1Ytgo9ipdlTsf6wlg6sXf3,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),1Ytgo9ipdlTsf6wlg6sXf3,['告五人'],在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲)
36501,5VXf1XETOMtk0WZIT4Bw3M,Батареи,5VXf1XETOMtk0WZIT4Bw3M,['Нервы'],Батареи
36617,6Ueak5DDCwth4IdeTmLpYC,敲 喜欢你(合唱版),6Ueak5DDCwth4IdeTmLpYC,"['严艺丹', '叶青']",敲 喜欢你(合唱版)
36964,3WtIXrla0ovC9MOIY78Vr8,又三郎,3WtIXrla0ovC9MOIY78Vr8,['ヨルシカ'],又三郎
37134,5JDtUGEFLwq2r26yhHM89E,в темноте,5JDtUGEFLwq2r26yhHM89E,"['КОСМОНАВТОВ НЕТ', 'дипинс']",в темноте
37306,6Z8snT9oW2YF3JRvDVXvoy,如果我們再相遇,6Z8snT9oW2YF3JRvDVXvoy,['王笠人'],如果我們再相遇
37379,68OYaxreTGmAuD9cAztr2p,風を食む,68OYaxreTGmAuD9cAztr2p,['ヨルシカ'],風を食む
37686,4g5TZbKKlK24E6RpcFXBhX,Hold Me Down - Chinese Version,4g5TZbKKlK24E6RpcFXBhX,['吴亦凡'],Hold Me Down - Chinese Version
37691,08vQdwe3YajIVD3rgQuK49,Без даты (proddoublew Remix),08vQdwe3YajIVD3rgQuK49,['УННВ'],Без даты (proddoublew Remix)
37904,0OQf2nxEo29HqO4iUuHCov,вопрос,0OQf2nxEo29HqO4iUuHCov,['вышел покурить'],вопрос
37951,2QwCuzRvItl9plyEOdEqjj,تجرحني واحبك,2QwCuzRvItl9plyEOdEqjj,['غريب ال مخلص'],تجرحني واحبك
38013,65pvMJX8rkUCyeByCHKFhj,错位时空 - 治愈版,65pvMJX8rkUCyeByCHKFhj,['小玄子'],错位时空 - 治愈版
38067,0ZGHCIFlJWqwB4TpG8LFbe,МЯТОЙ - remix 2010,0ZGHCIFlJWqwB4TpG8LFbe,['КОСМОНАВТОВ НЕТ'],МЯТОЙ - remix 2010
38148,3GYzfXJvjBxJX4N70KHM72,我想再唱起歌,3GYzfXJvjBxJX4N70KHM72,['詹森淮'],我想再唱起歌
38273,6V9doxBqWIdHujB55uxOiL,שבט אחים ואחיות,6V9doxBqWIdHujB55uxOiL,['שבט אחים ואחיות'],שבט אחים ואחיות
38351,6KjSRihg1U0Fn4kzrEuZb4,蜂鳥 (電視劇《我在北京等你》片頭曲),6KjSRihg1U0Fn4kzrEuZb4,['吳青峰'],蜂鳥 (電視劇《我在北京等你》片頭曲)
38635,6LLwfd76hGCCBFOX6g14AL,סוף עונה,6LLwfd76hGCCBFOX6g14AL,['דקל וקנין'],סוף עונה
38673,4HmlN8Nc4n4o2cSXNKA7Ey,寂寞弧度,4HmlN8Nc4n4o2cSXNKA7Ey,['黃莉'],寂寞弧度
38788,3vItl2vBpmEw20g4v8g0rS,嘉賓 - EP/Single,3vItl2vBpmEw20g4v8g0rS,['張遠'],嘉賓 - EP/Single
38931,6WFoVL9bUKB6JSwdLU3HSb,Leave Me Alone (魚in summer),6WFoVL9bUKB6JSwdLU3HSb,['魚丁糸'],Leave Me Alone (魚in summer)
39448,6kJ3TzuVUAnSjy0lMSCLJZ,厭惡物圖鑑,6kJ3TzuVUAnSjy0lMSCLJZ,['陳健安'],厭惡物圖鑑
39480,56y9Vdi0PWuDqjz6RQ2K93,學貓叫,56y9Vdi0PWuDqjz6RQ2K93,"['小潘潘', '小峰峰']",學貓叫
39490,74nVCj4vMVemLIs71vXcnP,白月光与朱砂痣,74nVCj4vMVemLIs71vXcnP,['大籽'],白月光与朱砂痣
39663,5bNgRiBa3545I8tcn1v6XV,Копы,5bNgRiBa3545I8tcn1v6XV,['Грибы'],Копы
39672,4wIS4QXtpkSpLmopgUz97a,UUU,4wIS4QXtpkSpLmopgUz97a,['羅小白'],UUU
39887,67pgW0LyrChcjli8XyjT9U,شيلة طرب حماسية,67pgW0LyrChcjli8XyjT9U,['غنوة'],شيلة طرب حماسية
39921,2uMmfO7yMmi5yBH09pu8Hr,烏雲日記,2uMmfO7yMmi5yBH09pu8Hr,['艾薇'],烏雲日記
40315,4CK9NEdPWB6rJ8N6BU20pN,ярче звёзд,4CK9NEdPWB6rJ8N6BU20pN,['ПОЛМАТЕРИ'],ярче звёзд
40432,69C99PshwhT5jMz1SHheNO,Случайна,69C99PshwhT5jMz1SHheNO,['Платина'],Случайна
40688,0F66LkXiihhVNKpWSqKgjy,كلمني,0F66LkXiihhVNKpWSqKgjy,['بدر العزي'],كلمني
40726,0MyujhCArTj2YAv8JLMHeS,מתחילים מחדש,0MyujhCArTj2YAv8JLMHeS,['ותן חלקנו'],מתחילים מחדש
40809,7BUHKcrvmr9WIAgEBkwukl,ผู้ถูกเลือกให้ผิดหวัง (ดอกไม้ฤดูหนาว) - Sad flower,7BUHKcrvmr9WIAgEBkwukl,['เรนิษรา'],ผู้ถูกเลือกให้ผิดหวัง (ดอกไม้ฤดูหนาว) - Sad flower
40868,1g7pSpg95Qgwsi83Hjyoej,落落大方,1g7pSpg95Qgwsi83Hjyoej,['路嘉欣'],落落大方
41503,4HPD21OEd7IsvJkaS9VbFR,UAQYT,4HPD21OEd7IsvJkaS9VbFR,['Жугунусов Мирас'],UAQYT
41544,1Fsnq1EqX9Bf6l9fJazS3x,หนีห่าง,1Fsnq1EqX9Bf6l9fJazS3x,['เขียนไขและวานิช'],หนีห่าง
41623,5Wyq70ysHQp0jaMhPKrza4,萬千花蕊慈母悲哀,5Wyq70ysHQp0jaMhPKrza4,['珂拉琪'],萬千花蕊慈母悲哀
41630,1E0TFvBj3WqdxDTt7Lwe5j,ใส่ใจ,1E0TFvBj3WqdxDTt7Lwe5j,['ตูน อาทิวราห์'],ใส่ใจ
41760,4HMsQy6myJNy1GoCLsIDDR,與海無關 (《比悲傷更悲傷的故事》影集版插曲),4HMsQy6myJNy1GoCLsIDDR,['告五人'],與海無關 (《比悲傷更悲傷的故事》影集版插曲)
41826,2e1gUS6Wv8GS8ZT6FMeE1J,ただ声一つ,2e1gUS6Wv8GS8ZT6FMeE1J,['ロクデナシ'],ただ声一つ
42049,2hd1XmhIwwq1b9Wr9uEi3W,не учи,2hd1XmhIwwq1b9Wr9uEi3W,['кис-кис'],не учи
42078,44ymejne8Roi7uT4lhiwCR,คนแบบไหน - เพลงประกอบซีรีส์ ปลาบนฟ้า,44ymejne8Roi7uT4lhiwCR,['มิกซ์ สหภาพ'],คนแบบไหน - เพลงประกอบซีรีส์ ปลาบนฟ้า
42145,0zpnriDUG9bzFKQgBm6Hiz,БОГАТЫМИ,0zpnriDUG9bzFKQgBm6Hiz,['ФОГЕЛЬ'],БОГАТЫМИ
42277,6SLcVy8QOxvDdZY0BLzMCD,時間的孤島,6SLcVy8QOxvDdZY0BLzMCD,['陳惠婷'],時間的孤島
42291,2IbcGX9Y87hlo8ky8CAfs0,凡人,2IbcGX9Y87hlo8ky8CAfs0,['蕭秉治'],凡人
42430,1fnEaGJPQoedHBuCjU3hlm,給你一瓶魔法藥水,1fnEaGJPQoedHBuCjU3hlm,['告五人'],給你一瓶魔法藥水
42586,7b6blgIv6cMRAXu8sBnWJf,ايامي بدونك,7b6blgIv6cMRAXu8sBnWJf,['خالد الحنين'],ايامي بدونك
42866,6ZxvapmYLdLdRCdIFR0NRQ,晚风告白,6ZxvapmYLdLdRCdIFR0NRQ,['星野'],晚风告白
42929,5ZiMscIUd9Gozq4JFPnlJQ,"起风了 - 电视剧""加油你是最棒的""主题曲",5ZiMscIUd9Gozq4JFPnlJQ,['吳青峰'],"起风了 - 电视剧""加油你是最棒的""主题曲"
42947,5MqZFxSAGTKqnUbBVLlkM5,本当はね、,5MqZFxSAGTKqnUbBVLlkM5,['ヤングスキニー'],本当はね、
43428,1lSzz84bK1okj8gxJ9Gxau,無情我抵著閣較無情个妳,1lSzz84bK1okj8gxJ9Gxau,['小安'],無情我抵著閣較無情个妳
43555,1BIFMwu8eEVAGBVrF9lKpJ,樂壇已死,1BIFMwu8eEVAGBVrF9lKpJ,['吳林峰'],樂壇已死
43692,6ZGtvjAaMeuNtsXCEbfrDG,לא רואה,6ZGtvjAaMeuNtsXCEbfrDG,['רוי סופר'],לא רואה
43714,0IKt70sonEjlSzcMEjdFYo,未发送,0IKt70sonEjlSzcMEjdFYo,['阿冗'],未发送
43747,5dCjHno3AfZ2pFkkXEVQw1,這天(魚版),5dCjHno3AfZ2pFkkXEVQw1,['魚丁糸'],這天(魚版)
43765,7G09ah2mGz3cR5QFwRUpIB,לרוץ אחרייך,7G09ah2mGz3cR5QFwRUpIB,['שילה בן סעדון'],לרוץ אחרייך
43868,1fg6qreK9eFt2aXjN7CrdO,放棄妳的是我,1fg6qreK9eFt2aXjN7CrdO,['卓義峯'],放棄妳的是我
44134,6f4ynHUr1pUp7blwVx5o72,曾經的女人啊 你在哪裡 你在哪裡,6f4ynHUr1pUp7blwVx5o72,['老王樂隊'],曾經的女人啊 你在哪裡 你在哪裡
44217,5cUU9TPyXXwkreewWikNPe,BROMAN,5cUU9TPyXXwkreewWikNPe,['玖壹壹'],BROMAN
44308,15cpcE1a2Gy0BXHPpS2aTR,شوقي وصل حده,15cpcE1a2Gy0BXHPpS2aTR,"['سلطان الفهادي', 'غريب ال مخلص']",شوقي وصل حده
44336,4NjcBu9yymywoxK1l9tdBE,молчи,4NjcBu9yymywoxK1l9tdBE,['кис-кис'],молчи
44378,13pOQ1SGSdzwsVgEQaUU0K,ประตู อากาศ และวันดีดี,13pOQ1SGSdzwsVgEQaUU0K,['คริส พีรวัส'],ประตู อากาศ และวันดีดี
44434,64epifHS5CvRUVgKEDbRJm,маша,64epifHS5CvRUVgKEDbRJm,['ПОЛМАТЕРИ'],маша
44485,7mlxCVqgPu4cjdm1qJU59l,หนังสือเล่มเก่า,7mlxCVqgPu4cjdm1qJU59l,['คิงส์ ชนาวิทย์'],หนังสือเล่มเก่า
44561,7xxbUYsO4czcZBUr5Ik27m,冷耳光,7xxbUYsO4czcZBUr5Ik27m,['楊培安'],冷耳光
44778,0QuN4qQX3j8uRLG9IL5D5v,最好陪伴,0QuN4qQX3j8uRLG9IL5D5v,['余香凝'],最好陪伴
44841,7ie5HrKXfa55NobwCFJkIg,傷心地獄芳花引魂,7ie5HrKXfa55NobwCFJkIg,['珂拉琪'],傷心地獄芳花引魂
45014,1oWjzY5N7GmwH6N6LnBOHs,يا جماعة,1oWjzY5N7GmwH6N6LnBOHs,['دحوم الطلاسي'],يا جماعة
45099,1MvSZ7ZSU1CufitiRVQTtz,клетка,1MvSZ7ZSU1CufitiRVQTtz,['кис-кис'],клетка
45214,34lKfths7RMZbuSxNRDJ2L,歡迎光臨,34lKfths7RMZbuSxNRDJ2L,"['玖壹壹', '動力火車', '林美秀', '范少勳']",歡迎光臨
45245,4JCWb0ydsprfS3CQ7hatx9,標準解題,4JCWb0ydsprfS3CQ7hatx9,['慢慢說'],標準解題
45334,4iYtRR9CT61D5pLQDx24BO,طلقاتى راشقه,4iYtRR9CT61D5pLQDx24BO,['حمو الطيخا'],طلقاتى راشقه
45390,5Kk5fKk7S9ov1C7TLAyQ4Y,咖啡都涼了,5Kk5fKk7S9ov1C7TLAyQ4Y,['陳武官 & 吳佩俞'],咖啡都涼了
45441,5ToWBPyhCmA6mh1hwhn7dG,寂寞的時候,5ToWBPyhCmA6mh1hwhn7dG,['吳青峰'],寂寞的時候
45508,2ELI4Xk0KlGUmt4xrPi9mR,غيرك ما يعنيني,2ELI4Xk0KlGUmt4xrPi9mR,['غريب ال مخلص'],غيرك ما يعنيني
45515,32V39570xg3TuuQvI5e3zh,За Меня,32V39570xg3TuuQvI5e3zh,['Платина'],За Меня
45519,3OvZXZFaBjhGFg44XJKQlM,愛在夏天-盛夏之約,3OvZXZFaBjhGFg44XJKQlM,['告五人'],愛在夏天-盛夏之約
45595,1iNhNmEwrd2TP4XrV7pQBI,星座になれたら,1iNhNmEwrd2TP4XrV7pQBI,['結束バンド'],星座になれたら
45631,0DiLlQDMvP4fFwHGNfJu8d,сопротивление,0DiLlQDMvP4fFwHGNfJu8d,['вышел покурить'],сопротивление
45670,19fp9nI0tq0lcBl7XoCHAb,唯一 (三立/台視戲劇《戀愛是科學》插曲),19fp9nI0tq0lcBl7XoCHAb,['告五人'],唯一 (三立/台視戲劇《戀愛是科學》插曲)
45705,2U3ou4BDMdNg23zEKsnvcK,Tough Pill,2U3ou4BDMdNg23zEKsnvcK,['吴亦凡'],Tough Pill
45956,4Gv3WzG8DaeY1LLnufwXdJ,陷眠,4Gv3WzG8DaeY1LLnufwXdJ,['阿跨面'],陷眠
45975,31tUgLXIvQCHHW7u9960YT,空舞,31tUgLXIvQCHHW7u9960YT,"['吳青峰', '陳粒']",空舞
46134,5QSG6DvhGzbhnXnciSC1fp,اعترف لي,5QSG6DvhGzbhnXnciSC1fp,['بندر بن عوير'],اعترف لي
46225,4lIxejBv1NGVRuz38SqXrx,عذبت حالي,4lIxejBv1NGVRuz38SqXrx,['غريب ال مخلص'],عذبت حالي
46327,4UfTEh4QQFESwPL0GrGJSi,碼頭姑娘 (杜美心),4UfTEh4QQFESwPL0GrGJSi,['劉芷融'],碼頭姑娘 (杜美心)
46330,74rl89i6GlqWwOFVlBtEh9,Младшая сестра,74rl89i6GlqWwOFVlBtEh9,['Дора'],Младшая сестра
46880,3QdBjjzP3JuBnchPSPOMDC,ผู้สาวขาเลาะ,3QdBjjzP3JuBnchPSPOMDC,['ลำไย ไหทองคำ'],ผู้สาวขาเลาะ
46939,2WwJH3fRVOBwToPO6q2QCr,ما تبتسم,2WwJH3fRVOBwToPO6q2QCr,['محمد البريكي'],ما تبتسم
47034,4H3PAT1dIkNNSqKfNKqhl9,小苹果,4H3PAT1dIkNNSqKfNKqhl9,['筷子兄弟'],小苹果
47091,0OXINTkSPTozv82CWvDbTa,醉後喜歡我,0OXINTkSPTozv82CWvDbTa,['冰球樂團'],醉後喜歡我
47233,5iRS753YMGeNBOWAQFXTND,Как до луны (Drizzy flow),5iRS753YMGeNBOWAQFXTND,['Платина'],Как до луны (Drizzy flow)
47330,4ftmQfBiImYLtJjVaaxLSP,彼此彼此,4ftmQfBiImYLtJjVaaxLSP,['小球(莊鵑瑛)'],彼此彼此
47668,7sLxvJ2Lj4Kf2K6Wa7OEk1,月に吠える,7sLxvJ2Lj4Kf2K6Wa7OEk1,['ヨルシカ'],月に吠える
47686,59Sb6nRqJ7ki3qxmXfrRYZ,直到我,59Sb6nRqJ7ki3qxmXfrRYZ,['青井'],直到我
47782,0dJaravwFK2NGJfu9scOPe,ДУРАКАМ ВЕЗЁТ,0dJaravwFK2NGJfu9scOPe,['ФОГЕЛЬ'],ДУРАКАМ ВЕЗЁТ
47828,1TdkyHxsOXzFa9wT5MgFaw,可是我們呢,1TdkyHxsOXzFa9wT5MgFaw,['林凡'],可是我們呢
47847,75XM03G3WuW8vTRhJ7B3Hu,Гимн Дахака,75XM03G3WuW8vTRhJ7B3Hu,['СЕРЕГА ПИРАТ'],Гимн Дахака
47923,24h4LzuORNmnSviYYymhqb,Только по дури,24h4LzuORNmnSviYYymhqb,['Ежемесячные'],Только по дури
47928,2ughctoDCNrWVYG04IHJim,去年冬天,2ughctoDCNrWVYG04IHJim,"['宋楚琳', '馬念先']",去年冬天
48060,39vePmrWVXcFn9jfIBxhw3,愛はスローにちょっとずつ,39vePmrWVXcFn9jfIBxhw3,['サザンオールスターズ'],愛はスローにちょっとずつ
48062,6ONUHorGg4ZhD0z2LJjhnq,浪漫體質,6ONUHorGg4ZhD0z2LJjhnq,['林凡'],浪漫體質
48484,5Cx2d9x8vImaq0IdcjcJWF,Музыка,5Cx2d9x8vImaq0IdcjcJWF,['Кишлак'],Музыка
48486,2KtCMb66NGMNrGxWKU9OE5,這該死的拘執佮愛,2KtCMb66NGMNrGxWKU9OE5,['珂拉琪'],這該死的拘執佮愛
