source_track_id,source_country,track_id,country_id
003eoIwxETJujVWmNFMoZy,au,,5
003eoIwxETJujVWmNFMoZy,ca,,12
003eoIwxETJujVWmNFMoZy,lt,,46
003eoIwxETJujVWmNFMoZy,tw,,35
003vvx7Niy0yvhvHt4a68B,at,,24
003vvx7Niy0yvhvHt4a68B,au,,5
003vvx7Niy0yvhvHt4a68B,be,,11
003vvx7Niy0yvhvHt4a68B,br,,18
003vvx7Niy0yvhvHt4a68B,ca,,12
003vvx7Niy0yvhvHt4a68B,de,,8
003vvx7Niy0yvhvHt4a68B,gb,,4
003vvx7Niy0yvhvHt4a68B,gr,,42
003vvx7Niy0yvhvHt4a68B,hu,,31
003vvx7Niy0yvhvHt4a68B,ie,,16
003vvx7Niy0yvhvHt4a68B,lt,,46
003vvx7Niy0yvhvHt4a68B,lu,,48
003vvx7Niy0yvhvHt4a68B,lv,,41
003vvx7Niy0yvhvHt4a68B,mt,,61
003vvx7Niy0yvhvHt4a68B,nz,,27
003vvx7Niy0yvhvHt4a68B,pe,,30
003vvx7Niy0yvhvHt4a68B,pt,,28
003vvx7Niy0yvhvHt4a68B,py,,55
003vvx7Niy0yvhvHt4a68B,us,,3
008A8MMPCshycPlNewvCPn,ro,,54
00Blm7zeNqgYLPtW6zg8cj,ae,,65
00Blm7zeNqgYLPtW6zg8cj,at,,24
00Blm7zeNqgYLPtW6zg8cj,au,,5
00Blm7zeNqgYLPtW6zg8cj,be,,11
00Blm7zeNqgYLPtW6zg8cj,bg,,62
00Blm7zeNqgYLPtW6zg8cj,ca,,12
00Blm7zeNqgYLPtW6zg8cj,ch,,17
00Blm7zeNqgYLPtW6zg8cj,cy,,64
00Blm7zeNqgYLPtW6zg8cj,cz,,21
00Blm7zeNqgYLPtW6zg8cj,de,,8
00Blm7zeNqgYLPtW6zg8cj,dk,,10
00Blm7zeNqgYLPtW6zg8cj,ee,,39
00Blm7zeNqgYLPtW6zg8cj,eg,,68
00Blm7zeNqgYLPtW6zg8cj,fi,,13
00Blm7zeNqgYLPtW6zg8cj,fr,,19
00Blm7zeNqgYLPtW6zg8cj,gb,,4
00Blm7zeNqgYLPtW6zg8cj,gr,,42
00Blm7zeNqgYLPtW6zg8cj,hk,,38
00Blm7zeNqgYLPtW6zg8cj,hn,,58
00Blm7zeNqgYLPtW6zg8cj,hu,,31
00Blm7zeNqgYLPtW6zg8cj,ie,,16
00Blm7zeNqgYLPtW6zg8cj,il,,33
00Blm7zeNqgYLPtW6zg8cj,is,,43
00Blm7zeNqgYLPtW6zg8cj,it,,15
00Blm7zeNqgYLPtW6zg8cj,kr,,69
00Blm7zeNqgYLPtW6zg8cj,lt,,46
00Blm7zeNqgYLPtW6zg8cj,lu,,48
00Blm7zeNqgYLPtW6zg8cj,lv,,41
00Blm7zeNqgYLPtW6zg8cj,ma,,70
00Blm7zeNqgYLPtW6zg8cj,my,,37
00Blm7zeNqgYLPtW6zg8cj,nl,,6
00Blm7zeNqgYLPtW6zg8cj,no,,7
00Blm7zeNqgYLPtW6zg8cj,nz,,27
00Blm7zeNqgYLPtW6zg8cj,pa,,53
00Blm7zeNqgYLPtW6zg8cj,ph,,36
00Blm7zeNqgYLPtW6zg8cj,pt,,28
00Blm7zeNqgYLPtW6zg8cj,ro,,54
00Blm7zeNqgYLPtW6zg8cj,sa,,67
00Blm7zeNqgYLPtW6zg8cj,se,,2
00Blm7zeNqgYLPtW6zg8cj,sg,,29
00Blm7zeNqgYLPtW6zg8cj,sk,,52
00Blm7zeNqgYLPtW6zg8cj,th,,63
00Blm7zeNqgYLPtW6zg8cj,tw,,35
00Blm7zeNqgYLPtW6zg8cj,us,,3
00Blm7zeNqgYLPtW6zg8cj,vn,,51
00Blm7zeNqgYLPtW6zg8cj,za,,56
00Coyxt9mTec1acC52qtWa,kr,,69
00EPIEnX1JFjff8sC6bccd,ar,,23
00EPIEnX1JFjff8sC6bccd,bo,,57
00EPIEnX1JFjff8sC6bccd,cl,,25
00EPIEnX1JFjff8sC6bccd,co,,26
00EPIEnX1JFjff8sC6bccd,cr,,32
00EPIEnX1JFjff8sC6bccd,do,,60
00EPIEnX1JFjff8sC6bccd,ec,,40
00EPIEnX1JFjff8sC6bccd,es,,9
00EPIEnX1JFjff8sC6bccd,gt,,45
00EPIEnX1JFjff8sC6bccd,hn,,58
00EPIEnX1JFjff8sC6bccd,mt,,61
00EPIEnX1JFjff8sC6bccd,mx,,14
00EPIEnX1JFjff8sC6bccd,ni,,59
00EPIEnX1JFjff8sC6bccd,pa,,53
00EPIEnX1JFjff8sC6bccd,pe,,30
00EPIEnX1JFjff8sC6bccd,py,,55
00EPIEnX1JFjff8sC6bccd,sv,,47
00EPIEnX1JFjff8sC6bccd,uy,,49
00FOuShzUFrNDKN4DV12GV,dk,,10
00IH8ZjI9ZGB51WRX1Oesj,au,,5
00IH8ZjI9ZGB51WRX1Oesj,ca,,12
00IH8ZjI9ZGB51WRX1Oesj,gb,,4
00IH8ZjI9ZGB51WRX1Oesj,is,,43
00IH8ZjI9ZGB51WRX1Oesj,nl,,6
00IH8ZjI9ZGB51WRX1Oesj,nz,,27
00IH8ZjI9ZGB51WRX1Oesj,ph,,36
00IH8ZjI9ZGB51WRX1Oesj,us,,3
00NAQYOP4AmWR549nnYJZu,bg,,62
00NAQYOP4AmWR549nnYJZu,ca,,12
00NAQYOP4AmWR549nnYJZu,ee,,39
00NAQYOP4AmWR549nnYJZu,gr,,42
00NAQYOP4AmWR549nnYJZu,is,,43
00NAQYOP4AmWR549nnYJZu,lt,,46
00NAQYOP4AmWR549nnYJZu,lv,,41
00NAQYOP4AmWR549nnYJZu,mt,,61
00NAQYOP4AmWR549nnYJZu,pl,,20
00NAQYOP4AmWR549nnYJZu,pt,,28
00NAQYOP4AmWR549nnYJZu,sk,,52
00NAQYOP4AmWR549nnYJZu,us,,3
00NRTjNn3CZPi2yzfqIXcX,fr,,19
00NVYE5PrMpR1gVlC8zPZV,no,,7
00VHyG13HibI1sU3RgxaoD,ng,,66
00Wbi90nyiEUUfpGxddi2x,do,,60
00Wbi90nyiEUUfpGxddi2x,pa,,53
00X2yv2vrtritPt2CZnUTZ,be,,11
00X2yv2vrtritPt2CZnUTZ,ch,,17
00X2yv2vrtritPt2CZnUTZ,fr,,19
00X2yv2vrtritPt2CZnUTZ,lu,,48
00X2yv2vrtritPt2CZnUTZ,ma,,70
00XqyOkSIiqOygR0kezc4x,th,,63
00ZYd7GYdFrNZFQP5O5T5m,ng,,66
00pW24Ogrp16sOxTokbJz4,dk,,10
00qZC0FlaCP0BiefyKDqnt,tr,,34
00uY4XZhrmcr3VLHvLba10,se,,2
00vk0sEfb6mr2ehwSw0Uhn,at,,24
00vk0sEfb6mr2ehwSw0Uhn,au,,5
00vk0sEfb6mr2ehwSw0Uhn,be,,11
00vk0sEfb6mr2ehwSw0Uhn,bg,,62
00vk0sEfb6mr2ehwSw0Uhn,ch,,17
00vk0sEfb6mr2ehwSw0Uhn,de,,8
00vk0sEfb6mr2ehwSw0Uhn,dk,,10
00vk0sEfb6mr2ehwSw0Uhn,ee,,39
00vk0sEfb6mr2ehwSw0Uhn,es,,9
00vk0sEfb6mr2ehwSw0Uhn,fi,,13
00vk0sEfb6mr2ehwSw0Uhn,fr,,19
00vk0sEfb6mr2ehwSw0Uhn,gr,,42
00vk0sEfb6mr2ehwSw0Uhn,hu,,31
00vk0sEfb6mr2ehwSw0Uhn,ie,,16
00vk0sEfb6mr2ehwSw0Uhn,is,,43
00vk0sEfb6mr2ehwSw0Uhn,it,,15
00vk0sEfb6mr2ehwSw0Uhn,lt,,46
00vk0sEfb6mr2ehwSw0Uhn,lu,,48
00vk0sEfb6mr2ehwSw0Uhn,lv,,41
00vk0sEfb6mr2ehwSw0Uhn,mt,,61
00vk0sEfb6mr2ehwSw0Uhn,nl,,6
00vk0sEfb6mr2ehwSw0Uhn,no,,7
00vk0sEfb6mr2ehwSw0Uhn,pl,,20
00vk0sEfb6mr2ehwSw0Uhn,pt,,28
00vk0sEfb6mr2ehwSw0Uhn,se,,2
00vk0sEfb6mr2ehwSw0Uhn,sk,,52
00vk0sEfb6mr2ehwSw0Uhn,tr,,34
00wNUmB4MzvMHlAt1hSLzL,nl,,6
00xE0XQaGE9ScphTFr0PJM,dk,,10
00xoWQd2gzMQrUYohWV1lW,ma,,70
011GTFfE8rqTRMhz5g8IAW,ph,,36
011OJyic8zeFT0zEqdGFIC,tr,,34
017PF4Q3l4DBUiWoXk4OWT,ae,,65
017PF4Q3l4DBUiWoXk4OWT,ar,,23
017PF4Q3l4DBUiWoXk4OWT,at,,24
017PF4Q3l4DBUiWoXk4OWT,au,,5
017PF4Q3l4DBUiWoXk4OWT,be,,11
017PF4Q3l4DBUiWoXk4OWT,bg,,62
017PF4Q3l4DBUiWoXk4OWT,bo,,57
017PF4Q3l4DBUiWoXk4OWT,br,,18
017PF4Q3l4DBUiWoXk4OWT,ca,,12
017PF4Q3l4DBUiWoXk4OWT,ch,,17
017PF4Q3l4DBUiWoXk4OWT,cl,,25
017PF4Q3l4DBUiWoXk4OWT,co,,26
017PF4Q3l4DBUiWoXk4OWT,cr,,32
017PF4Q3l4DBUiWoXk4OWT,cy,,64
017PF4Q3l4DBUiWoXk4OWT,cz,,21
017PF4Q3l4DBUiWoXk4OWT,de,,8
017PF4Q3l4DBUiWoXk4OWT,dk,,10
017PF4Q3l4DBUiWoXk4OWT,do,,60
017PF4Q3l4DBUiWoXk4OWT,ec,,40
017PF4Q3l4DBUiWoXk4OWT,ee,,39
017PF4Q3l4DBUiWoXk4OWT,eg,,68
017PF4Q3l4DBUiWoXk4OWT,es,,9
017PF4Q3l4DBUiWoXk4OWT,fi,,13
017PF4Q3l4DBUiWoXk4OWT,fr,,19
017PF4Q3l4DBUiWoXk4OWT,gb,,4
017PF4Q3l4DBUiWoXk4OWT,gr,,42
017PF4Q3l4DBUiWoXk4OWT,gt,,45
017PF4Q3l4DBUiWoXk4OWT,hk,,38
017PF4Q3l4DBUiWoXk4OWT,hn,,58
017PF4Q3l4DBUiWoXk4OWT,hu,,31
017PF4Q3l4DBUiWoXk4OWT,id,,44
017PF4Q3l4DBUiWoXk4OWT,ie,,16
017PF4Q3l4DBUiWoXk4OWT,il,,33
017PF4Q3l4DBUiWoXk4OWT,in,,50
017PF4Q3l4DBUiWoXk4OWT,is,,43
017PF4Q3l4DBUiWoXk4OWT,it,,15
017PF4Q3l4DBUiWoXk4OWT,jp,,22
017PF4Q3l4DBUiWoXk4OWT,kr,,69
017PF4Q3l4DBUiWoXk4OWT,lt,,46
017PF4Q3l4DBUiWoXk4OWT,lu,,48
017PF4Q3l4DBUiWoXk4OWT,lv,,41
017PF4Q3l4DBUiWoXk4OWT,ma,,70
017PF4Q3l4DBUiWoXk4OWT,mt,,61
017PF4Q3l4DBUiWoXk4OWT,mx,,14
017PF4Q3l4DBUiWoXk4OWT,my,,37
017PF4Q3l4DBUiWoXk4OWT,ni,,59
017PF4Q3l4DBUiWoXk4OWT,nl,,6
017PF4Q3l4DBUiWoXk4OWT,no,,7
017PF4Q3l4DBUiWoXk4OWT,nz,,27
017PF4Q3l4DBUiWoXk4OWT,pa,,53
017PF4Q3l4DBUiWoXk4OWT,pe,,30
017PF4Q3l4DBUiWoXk4OWT,ph,,36
017PF4Q3l4DBUiWoXk4OWT,pl,,20
017PF4Q3l4DBUiWoXk4OWT,pt,,28
017PF4Q3l4DBUiWoXk4OWT,py,,55
017PF4Q3l4DBUiWoXk4OWT,ro,,54
017PF4Q3l4DBUiWoXk4OWT,ru,,71
017PF4Q3l4DBUiWoXk4OWT,sa,,67
017PF4Q3l4DBUiWoXk4OWT,se,,2
017PF4Q3l4DBUiWoXk4OWT,sg,,29
017PF4Q3l4DBUiWoXk4OWT,sk,,52
017PF4Q3l4DBUiWoXk4OWT,sv,,47
017PF4Q3l4DBUiWoXk4OWT,th,,63
017PF4Q3l4DBUiWoXk4OWT,tr,,34
017PF4Q3l4DBUiWoXk4OWT,tw,,35
017PF4Q3l4DBUiWoXk4OWT,ua,,72
017PF4Q3l4DBUiWoXk4OWT,us,,3
017PF4Q3l4DBUiWoXk4OWT,uy,,49
017PF4Q3l4DBUiWoXk4OWT,vn,,51
017PF4Q3l4DBUiWoXk4OWT,za,,56
01AnaOESGIDMJiTXrvAY1M,pl,,20
01EzG8Qg7oQqYMTNV5YkOW,ar,,23
01EzG8Qg7oQqYMTNV5YkOW,bo,,57
01EzG8Qg7oQqYMTNV5YkOW,cl,,25
01EzG8Qg7oQqYMTNV5YkOW,co,,26
01EzG8Qg7oQqYMTNV5YkOW,ec,,40
01EzG8Qg7oQqYMTNV5YkOW,es,,9
01EzG8Qg7oQqYMTNV5YkOW,gt,,45
01EzG8Qg7oQqYMTNV5YkOW,mx,,14
01EzG8Qg7oQqYMTNV5YkOW,pe,,30
01EzG8Qg7oQqYMTNV5YkOW,py,,55
01EzG8Qg7oQqYMTNV5YkOW,sv,,47
01EzG8Qg7oQqYMTNV5YkOW,uy,,49
01F3XjTDNiB5v3hfAPi7qT,be,,11
01F3XjTDNiB5v3hfAPi7qT,nl,,6
01I5PszJ2fdDaKccLBgrCq,hk,,38
01Lr5YepbgjXAWR9iOEyH1,ca,,12
01Lr5YepbgjXAWR9iOEyH1,us,,3
01Nub2TkhBQEm08quUTUSn,cy,,64
01Nub2TkhBQEm08quUTUSn,gr,,42
01RPWFuOBe5SBU1cmpW9k2,pl,,20
01TnVDiet1DFTsyWKUKovl,au,,5
01TnVDiet1DFTsyWKUKovl,be,,11
01TnVDiet1DFTsyWKUKovl,bg,,62
01TnVDiet1DFTsyWKUKovl,ca,,12
01TnVDiet1DFTsyWKUKovl,ch,,17
01TnVDiet1DFTsyWKUKovl,cy,,64
01TnVDiet1DFTsyWKUKovl,cz,,21
01TnVDiet1DFTsyWKUKovl,dk,,10
01TnVDiet1DFTsyWKUKovl,ee,,39
01TnVDiet1DFTsyWKUKovl,gb,,4
01TnVDiet1DFTsyWKUKovl,gr,,42
01TnVDiet1DFTsyWKUKovl,hu,,31
01TnVDiet1DFTsyWKUKovl,ie,,16
01TnVDiet1DFTsyWKUKovl,is,,43
01TnVDiet1DFTsyWKUKovl,lt,,46
01TnVDiet1DFTsyWKUKovl,lu,,48
01TnVDiet1DFTsyWKUKovl,lv,,41
01TnVDiet1DFTsyWKUKovl,mt,,61
01TnVDiet1DFTsyWKUKovl,no,,7
01TnVDiet1DFTsyWKUKovl,nz,,27
01TnVDiet1DFTsyWKUKovl,pt,,28
01TnVDiet1DFTsyWKUKovl,ro,,54
01TnVDiet1DFTsyWKUKovl,sk,,52
01TnVDiet1DFTsyWKUKovl,us,,3
01X09TTUbyJWQPlv28gUss,in,,50
01hEpx8jnOG4q7nDK14Rhi,ch,,17
01hEpx8jnOG4q7nDK14Rhi,it,,15
01hQQr1vfQiz4LPpQnDGiO,fi,,13
01iyINEYgPQ7ThMZuHUsqS,id,,44
01iyINEYgPQ7ThMZuHUsqS,my,,37
01iyINEYgPQ7ThMZuHUsqS,ph,,36
01iyINEYgPQ7ThMZuHUsqS,sg,,29
01iyINEYgPQ7ThMZuHUsqS,th,,63
01kfSdF9zfcDLri5sSWEoL,ae,,65
01kfSdF9zfcDLri5sSWEoL,at,,24
01kfSdF9zfcDLri5sSWEoL,bg,,62
01kfSdF9zfcDLri5sSWEoL,cz,,21
01kfSdF9zfcDLri5sSWEoL,de,,8
01kfSdF9zfcDLri5sSWEoL,ee,,39
01kfSdF9zfcDLri5sSWEoL,fi,,13
01kfSdF9zfcDLri5sSWEoL,hu,,31
01kfSdF9zfcDLri5sSWEoL,lt,,46
01kfSdF9zfcDLri5sSWEoL,lv,,41
01kfSdF9zfcDLri5sSWEoL,ro,,54
01kfSdF9zfcDLri5sSWEoL,sa,,67
01kfSdF9zfcDLri5sSWEoL,sk,,52
01kfSdF9zfcDLri5sSWEoL,ua,,72
01mOYL4NbFgqBK8sssmVBb,nl,,6
01yhPS4Pn3chM0sc3gcs6B,no,,7
0247StOpd3AkeBQzANX4Zf,ae,,65
0247StOpd3AkeBQzANX4Zf,at,,24
0247StOpd3AkeBQzANX4Zf,au,,5
0247StOpd3AkeBQzANX4Zf,be,,11
0247StOpd3AkeBQzANX4Zf,bg,,62
0247StOpd3AkeBQzANX4Zf,ca,,12
0247StOpd3AkeBQzANX4Zf,ch,,17
0247StOpd3AkeBQzANX4Zf,cy,,64
0247StOpd3AkeBQzANX4Zf,cz,,21
0247StOpd3AkeBQzANX4Zf,de,,8
0247StOpd3AkeBQzANX4Zf,dk,,10
0247StOpd3AkeBQzANX4Zf,ee,,39
0247StOpd3AkeBQzANX4Zf,fi,,13
0247StOpd3AkeBQzANX4Zf,gb,,4
0247StOpd3AkeBQzANX4Zf,gr,,42
0247StOpd3AkeBQzANX4Zf,hk,,38
0247StOpd3AkeBQzANX4Zf,hu,,31
0247StOpd3AkeBQzANX4Zf,ie,,16
0247StOpd3AkeBQzANX4Zf,is,,43
0247StOpd3AkeBQzANX4Zf,jp,,22
0247StOpd3AkeBQzANX4Zf,lt,,46
0247StOpd3AkeBQzANX4Zf,lu,,48
0247StOpd3AkeBQzANX4Zf,lv,,41
0247StOpd3AkeBQzANX4Zf,mt,,61
0247StOpd3AkeBQzANX4Zf,nl,,6
0247StOpd3AkeBQzANX4Zf,no,,7
0247StOpd3AkeBQzANX4Zf,nz,,27
0247StOpd3AkeBQzANX4Zf,pl,,20
0247StOpd3AkeBQzANX4Zf,pt,,28
0247StOpd3AkeBQzANX4Zf,ro,,54
0247StOpd3AkeBQzANX4Zf,se,,2
0247StOpd3AkeBQzANX4Zf,sg,,29
0247StOpd3AkeBQzANX4Zf,sk,,52
0247StOpd3AkeBQzANX4Zf,us,,3
029B34AzPVXzOQCyaJpkdH,ae,,65
029B34AzPVXzOQCyaJpkdH,hk,,38
029B34AzPVXzOQCyaJpkdH,my,,37
029B34AzPVXzOQCyaJpkdH,ph,,36
029B34AzPVXzOQCyaJpkdH,sg,,29
029B34AzPVXzOQCyaJpkdH,th,,63
029B34AzPVXzOQCyaJpkdH,tw,,35
029B34AzPVXzOQCyaJpkdH,vn,,51
02I7oeWozpqbcStl3ScM0k,ma,,70
02ILwrgX3DDx9mclP2EI41,au,,5
02ILwrgX3DDx9mclP2EI41,hk,,38
02ILwrgX3DDx9mclP2EI41,lt,,46
02ILwrgX3DDx9mclP2EI41,lv,,41
02ILwrgX3DDx9mclP2EI41,mt,,61
02ILwrgX3DDx9mclP2EI41,my,,37
02ILwrgX3DDx9mclP2EI41,ph,,36
02ILwrgX3DDx9mclP2EI41,sg,,29
02ILwrgX3DDx9mclP2EI41,tw,,35
02ILwrgX3DDx9mclP2EI41,us,,3
02LZ1fGJE8fB56yTlCVMEV,br,,18
02MWAaffLxlfxAUY7c5dvx,ae,,65
02MWAaffLxlfxAUY7c5dvx,ar,,23
02MWAaffLxlfxAUY7c5dvx,at,,24
02MWAaffLxlfxAUY7c5dvx,au,,5
02MWAaffLxlfxAUY7c5dvx,be,,11
02MWAaffLxlfxAUY7c5dvx,bg,,62
02MWAaffLxlfxAUY7c5dvx,bo,,57
02MWAaffLxlfxAUY7c5dvx,br,,18
02MWAaffLxlfxAUY7c5dvx,ca,,12
02MWAaffLxlfxAUY7c5dvx,ch,,17
02MWAaffLxlfxAUY7c5dvx,cl,,25
02MWAaffLxlfxAUY7c5dvx,co,,26
02MWAaffLxlfxAUY7c5dvx,cr,,32
02MWAaffLxlfxAUY7c5dvx,cy,,64
02MWAaffLxlfxAUY7c5dvx,cz,,21
02MWAaffLxlfxAUY7c5dvx,de,,8
02MWAaffLxlfxAUY7c5dvx,dk,,10
02MWAaffLxlfxAUY7c5dvx,do,,60
02MWAaffLxlfxAUY7c5dvx,ec,,40
02MWAaffLxlfxAUY7c5dvx,ee,,39
02MWAaffLxlfxAUY7c5dvx,eg,,68
02MWAaffLxlfxAUY7c5dvx,es,,9
02MWAaffLxlfxAUY7c5dvx,fi,,13
02MWAaffLxlfxAUY7c5dvx,fr,,19
02MWAaffLxlfxAUY7c5dvx,gb,,4
02MWAaffLxlfxAUY7c5dvx,gr,,42
02MWAaffLxlfxAUY7c5dvx,hk,,38
02MWAaffLxlfxAUY7c5dvx,hn,,58
02MWAaffLxlfxAUY7c5dvx,hu,,31
02MWAaffLxlfxAUY7c5dvx,id,,44
02MWAaffLxlfxAUY7c5dvx,ie,,16
02MWAaffLxlfxAUY7c5dvx,il,,33
02MWAaffLxlfxAUY7c5dvx,in,,50
02MWAaffLxlfxAUY7c5dvx,is,,43
02MWAaffLxlfxAUY7c5dvx,it,,15
02MWAaffLxlfxAUY7c5dvx,jp,,22
02MWAaffLxlfxAUY7c5dvx,kr,,69
02MWAaffLxlfxAUY7c5dvx,lt,,46
02MWAaffLxlfxAUY7c5dvx,lu,,48
02MWAaffLxlfxAUY7c5dvx,lv,,41
02MWAaffLxlfxAUY7c5dvx,ma,,70
02MWAaffLxlfxAUY7c5dvx,my,,37
02MWAaffLxlfxAUY7c5dvx,ni,,59
02MWAaffLxlfxAUY7c5dvx,nl,,6
02MWAaffLxlfxAUY7c5dvx,no,,7
02MWAaffLxlfxAUY7c5dvx,nz,,27
02MWAaffLxlfxAUY7c5dvx,pa,,53
02MWAaffLxlfxAUY7c5dvx,pe,,30
02MWAaffLxlfxAUY7c5dvx,ph,,36
02MWAaffLxlfxAUY7c5dvx,pl,,20
02MWAaffLxlfxAUY7c5dvx,pt,,28
02MWAaffLxlfxAUY7c5dvx,py,,55
02MWAaffLxlfxAUY7c5dvx,ro,,54
02MWAaffLxlfxAUY7c5dvx,ru,,71
02MWAaffLxlfxAUY7c5dvx,sa,,67
02MWAaffLxlfxAUY7c5dvx,se,,2
02MWAaffLxlfxAUY7c5dvx,sg,,29
02MWAaffLxlfxAUY7c5dvx,sk,,52
02MWAaffLxlfxAUY7c5dvx,sv,,47
02MWAaffLxlfxAUY7c5dvx,th,,63
02MWAaffLxlfxAUY7c5dvx,tr,,34
02MWAaffLxlfxAUY7c5dvx,tw,,35
02MWAaffLxlfxAUY7c5dvx,ua,,72
02MWAaffLxlfxAUY7c5dvx,us,,3
02MWAaffLxlfxAUY7c5dvx,uy,,49
02MWAaffLxlfxAUY7c5dvx,vn,,51
02MWAaffLxlfxAUY7c5dvx,za,,56
02PBAJJd2EPetkC3fbF3uv,fr,,19
02QztbIMzjvPNQnoECkydU,it,,15
02SbQgZbzMoylPoGr32ugF,kr,,69
02Vb9vfZUmqAKNhQwFjPSZ,kr,,69
02WacdrRpm4zlP8H7X6bnQ,ae,,65
02WacdrRpm4zlP8H7X6bnQ,at,,24
02WacdrRpm4zlP8H7X6bnQ,au,,5
02WacdrRpm4zlP8H7X6bnQ,be,,11
02WacdrRpm4zlP8H7X6bnQ,ch,,17
02WacdrRpm4zlP8H7X6bnQ,cz,,21
02WacdrRpm4zlP8H7X6bnQ,de,,8
02WacdrRpm4zlP8H7X6bnQ,dk,,10
02WacdrRpm4zlP8H7X6bnQ,ee,,39
02WacdrRpm4zlP8H7X6bnQ,fi,,13
02WacdrRpm4zlP8H7X6bnQ,gb,,4
02WacdrRpm4zlP8H7X6bnQ,gr,,42
02WacdrRpm4zlP8H7X6bnQ,ie,,16
02WacdrRpm4zlP8H7X6bnQ,is,,43
02WacdrRpm4zlP8H7X6bnQ,lt,,46
02WacdrRpm4zlP8H7X6bnQ,lu,,48
02WacdrRpm4zlP8H7X6bnQ,lv,,41
02WacdrRpm4zlP8H7X6bnQ,mt,,61
02WacdrRpm4zlP8H7X6bnQ,my,,37
02WacdrRpm4zlP8H7X6bnQ,nl,,6
02WacdrRpm4zlP8H7X6bnQ,no,,7
02WacdrRpm4zlP8H7X6bnQ,nz,,27
02WacdrRpm4zlP8H7X6bnQ,ph,,36
02WacdrRpm4zlP8H7X6bnQ,pt,,28
02WacdrRpm4zlP8H7X6bnQ,se,,2
02WacdrRpm4zlP8H7X6bnQ,sg,,29
02WacdrRpm4zlP8H7X6bnQ,sk,,52
02WacdrRpm4zlP8H7X6bnQ,za,,56
02em5H1JIgXssJzQKN6h4M,gb,,4
02em5H1JIgXssJzQKN6h4M,ie,,16
02em5H1JIgXssJzQKN6h4M,nl,,6
02i751eiU2c0lKnvBTWuD8,ma,,70
02ij9yuZr4jjdTB4qwsFDe,fr,,19
02itaCXOdC54J0ISjqqFAp,at,,24
02itaCXOdC54J0ISjqqFAp,be,,11
02itaCXOdC54J0ISjqqFAp,bg,,62
02itaCXOdC54J0ISjqqFAp,ca,,12
02itaCXOdC54J0ISjqqFAp,ch,,17
02itaCXOdC54J0ISjqqFAp,cy,,64
02itaCXOdC54J0ISjqqFAp,cz,,21
02itaCXOdC54J0ISjqqFAp,de,,8
02itaCXOdC54J0ISjqqFAp,dk,,10
02itaCXOdC54J0ISjqqFAp,ee,,39
02itaCXOdC54J0ISjqqFAp,fi,,13
02itaCXOdC54J0ISjqqFAp,fr,,19
02itaCXOdC54J0ISjqqFAp,gr,,42
02itaCXOdC54J0ISjqqFAp,hu,,31
02itaCXOdC54J0ISjqqFAp,it,,15
02itaCXOdC54J0ISjqqFAp,lt,,46
02itaCXOdC54J0ISjqqFAp,lu,,48
02itaCXOdC54J0ISjqqFAp,lv,,41
02itaCXOdC54J0ISjqqFAp,ma,,70
02itaCXOdC54J0ISjqqFAp,mt,,61
02itaCXOdC54J0ISjqqFAp,nl,,6
02itaCXOdC54J0ISjqqFAp,no,,7
02itaCXOdC54J0ISjqqFAp,pl,,20
02itaCXOdC54J0ISjqqFAp,ro,,54
02itaCXOdC54J0ISjqqFAp,se,,2
02itaCXOdC54J0ISjqqFAp,sk,,52
02jLfqc9gMo8PkHEGHY3OT,ar,,23
02jLfqc9gMo8PkHEGHY3OT,bo,,57
02jLfqc9gMo8PkHEGHY3OT,cl,,25
02jLfqc9gMo8PkHEGHY3OT,co,,26
02jLfqc9gMo8PkHEGHY3OT,cr,,32
02jLfqc9gMo8PkHEGHY3OT,do,,60
02jLfqc9gMo8PkHEGHY3OT,ec,,40
02jLfqc9gMo8PkHEGHY3OT,es,,9
02jLfqc9gMo8PkHEGHY3OT,gt,,45
02jLfqc9gMo8PkHEGHY3OT,hn,,58
02jLfqc9gMo8PkHEGHY3OT,mx,,14
02jLfqc9gMo8PkHEGHY3OT,ni,,59
02jLfqc9gMo8PkHEGHY3OT,pa,,53
02jLfqc9gMo8PkHEGHY3OT,pe,,30
02jLfqc9gMo8PkHEGHY3OT,py,,55
02jLfqc9gMo8PkHEGHY3OT,sv,,47
02jLfqc9gMo8PkHEGHY3OT,uy,,49
02lGHA7bFFplYLihnUWTx8,bo,,57
02lGHA7bFFplYLihnUWTx8,co,,26
02lGHA7bFFplYLihnUWTx8,cr,,32
02lGHA7bFFplYLihnUWTx8,ec,,40
02lGHA7bFFplYLihnUWTx8,gt,,45
02lGHA7bFFplYLihnUWTx8,hn,,58
02lGHA7bFFplYLihnUWTx8,mx,,14
02lGHA7bFFplYLihnUWTx8,ni,,59
02mMmj7gfNXb7Z1OuqgoYj,dk,,10
02uCWoOcM2rPNa23OCoi2n,dk,,10
02vZaMYB8dM8lF9AN1KzJs,dk,,10
02wijRhOIJdJ8VKM8N9voP,cl,,25
034jxfixe0Gogd6p0reMnP,de,,8
03B2SfXuvDh1m9F4tqrX07,ae,,65
03B2SfXuvDh1m9F4tqrX07,au,,5
03B2SfXuvDh1m9F4tqrX07,bg,,62
03B2SfXuvDh1m9F4tqrX07,cy,,64
03B2SfXuvDh1m9F4tqrX07,hk,,38
03B2SfXuvDh1m9F4tqrX07,ie,,16
03B2SfXuvDh1m9F4tqrX07,lt,,46
03B2SfXuvDh1m9F4tqrX07,lu,,48
